,Facebook Id,text,label
27403,274577061337,Police yekibuye mweteleeze,
27424,1681786142107330,"They tried to ban the PeoplePower red beret too, and failed😂😂 I have never seen the M7 Junta panicking this much",
27432,169252986456497,Members of Parliament and civil society organizations are in the final push for the passing of the Prevention of Human Sacrifice and Harmful Practices Bill 2017 into law before the 10th parliament closes #NTVNews,
27443,1681786142107330,Lero luuno!!,
27452,274577061337,"**""Winnie Nwagi Was About To Give Me An Erection While Dirty Dancing On My Smart Wire, Yet I'm A Married Man. That's Why I Walked Away** ",
27461,169252986456497,The National Unity Platform has set August 21st in stone as the deadline for receiving papers from candidates that they will back for the 2021 election #NTVNews,
27480,105583497196,Government should provide senior citizens adequate healthcare https://bit.ly/3fCMcGq:=:https://www.monitor.co.ug/OpEd/Commentary/Government-should-provide-senior-citizens-adequate-healthcare/689364-5604994-mvqqmg/index.html #MonitorUpdates,
27498,1681786142107330,The nrm government broke his back born in Arua,
27505,169252986456497,Museveni summons CEC over delegates conference #NTVNews,
27506,274577061337,𝐖𝐡𝐚𝐭 𝐝𝐨 𝐮 𝐬𝐞𝐞?,
27547,105583497196,What are economic prospects for the New Financial Year? https://bit.ly/3irmxmb:=:https://www.monitor.co.ug/OpEd/columnists/KaroliSsemogerere/What-are-economic-prospects-for-the-New-Financial-Year-/878682-5605010-ctx0woz/index.html #MonitorUpdates,
27548,169252986456497,Retired Major General and Presidential bearer for the Alliance for Transformation Party Mugisha Muntu says the party is ready to compete and front candidates at all levels for the 2021 general elections #NTVNews,
27585,169252986456497,Parliament has blocked the allocation of Funds to the newly created cities due to the lack of a law to operationalise them #NTVNews,
27603,105583497196,"Let’s give elders their hoarse voice in Parliament, and small women too! https://bit.ly/2XzAPsV:=:https://www.monitor.co.ug/OpEd/columnists/DanielKalinaki/Let-s-give-elders-hoarse-voice-Parliament-small-women-too-/878782-5605016-t72y37/index.html #MonitorUpdates",
27604,1681786142107330,"My toxic masculinity doesn’t like it when a babe says “text me so I know you get home safe” It’s the streets that should message you to tell you they're safe when I get home. Am the danger. In fact if you ever see me in a fight with a grizzly, HELP THE BEAR!!",
27632,274577061337,"Details: https://bit.ly/2Xw9kjG | Deadline: Open The United Nations Volunteer Abroad with the UN Program (Fully Funded) The UN works with partners to integrate qualified, highly motivated and well supported UN Volunteers into development programming and promote UN values",
27633,274577061337,"Akukola obubi akwerabiza Katonda, kyaddaaki bba w'omubaka Betty Nambooze Bakireke avuddemu omwasi ku jjoogo lya poliisi eri mukyalawe okumala ebbanga eddene. Kiddiridde poliisi okulemesa abawagizi b'omubaka okugenda mu maka ge okusaba.",
27639,274577061337,I like dis ladys challenge,
27640,274577061337,omulamwa,
27687,1681786142107330,share this Video widely.,
27689,274577061337,share this Video widely.,
27692,105583497196,Police probe source of posters attacking Attorney General https://bit.ly/2PHmCG1:=:https://www.monitor.co.ug/News/National/Police-probe-source-posters-attacking-Attorney-General/688334-5605078-kxoo8z/index.html #MonitorUpdates,
27719,274577061337,"to swear or not to swear in a foreign land, who owns who in a relationship, munaaze abaami ebigere!!",
27769,129941485127407,BEYOND PATIENCE: Hostel management directs students to pick their property as schools reopening seems distant ,
27775,169252986456497,SSENTE MU BY’EMIZANNYO: Ab’akakiiko baagala kulung’amya bya ngabana #NTVNews,
27779,1486116641609917,Wooww Horrible .. .. You don’t say! - Look ... Look ... Survival skills Build Fish Trap From Stone Catch Big Fish #amazingvideos,
27785,169252986456497,Jamil Mukulu asabye nnyina amusonyiwe #NTVNews,
27798,169252986456497,EKISADDAAKA BAANA: Bannakyewa batidde ebiyinza okubaawo mu kiseera ky’okulonda #NTVNews,
27808,169252986456497,"Zaake emisango gyamugyiddwako, ayagala kuliyirirwa #NTVNews",
27826,169252986456497,Ssente z’okuddukanya ebibuga ziyimiriziddwa #NTVNews,
27839,169252986456497,"Akatuubagiro mu NUP, kati bali mu kusunsula abaagala kaadi #NTVNews",
27855,169252986456497,Ab’e Mukono babajunye ne Bayibuli y’abalina obulemu #NTVNews,
27856,129941485127407,KATUNA: Attempted murder victim succumbs to injuries ,
27863,169252986456497,"E Masanafu, omusajja gwe baakyaye yeekumyeko omuliro #NTVNews",
27879,1681786142107330,OMG,
27880,169252986456497,Mugisha Muntu atabuddwa ebisalibwawo ab’akakiiko k’ebyokulonda #NTVNews,
27882,1681786142107330,Speaker Kadaga live.,
27889,169252986456497,Museveni ayise aba NRM CEC enkya #NTVNews,
27902,105583497196,Umeme seeks to integrate Mukono power network https://bit.ly/3a1CuMz:=:https://www.monitor.co.ug/Business/Finance/Umeme-seeks-to-integrate-Mukono-power-network/688608-5604982-15af6arz/index.html #MonitorUpdates,
27923,274577061337,He left the beautiful Tooro princess and got married to the Ugly Queen of his heart...😅 One word for him...??🙌🏽😅,
27943,1486116641609917,"The easiest way to earn Bitcoins? Just change your browser to CryptoTab and receive payments to your balance every 10 minutes. You will get BTC for simply using it, even if just having CryptoTab browser window open. It takes less than 1 minute to start earning. So, click the picture, download the app and start earning bitcoin - ",
27949,1681786142107330,KARABAYE: GENERAL EVARISTE NDAYISHIMIYE YIFATIYE UMUGAMBANYI: ARAMUMESA NONEHO 🇧🇮🇧🇮🇧🇮🇧🇮😡😡😡😡😡🙉🙉🙉🔥🔥🔥🔥🇧🇮🇧🇮🇧🇮🙆‍♀️🙆‍♀️🙆‍♀️😡😡🔥🔥🔥IGISODA CA MINANI KINJIYE IGIHUGU🇧🇮😭😭😭😭🇧🇮🇧🇮🇧🇮🇧🇮😭😭😭🇧🇮🇧🇮🙆‍♀️🙆‍♀️🙆‍♀️🇧🇮🇧🇮🇧🇮🇧🇮😭😭😭 IBIGWANISHO VYASUMWE MU IKAMBI Y'IGISODA YA MUYINGA VYATANGUYE GUKORA IBARA MU BANYAGIHUGU🇧🇮🇧🇮🇧🇮🇧🇮🇧🇮🙆‍♀️🙆‍♀️🙆‍♀️😭😡😡😡😡😡🇧🇮 DENISE NKURUNZIZA ARI MUYABIRA INYUMA Y'UBUVUGISHWA🇧🇮🇧🇮🙆‍♀️🙆‍♀️🙆‍♀️🇧🇮🇧🇮🇧🇮🙆‍♀️🙆‍♀️🙆‍♀️🙆‍♀️🙆‍♀️🇧🇮🇧🇮🇧🇮 RWASA ATANGAJE AM A JAMBO AKOMEYE😡🙆‍♀️🇧🇮🙉😭🇧🇮🔥😡🙆‍♀️UMVIRIZA👇👇👇👇😭😭😭🇧🇮🙆‍♀️🙆‍♀️🇧🇮🇧🇮🇧🇮🔥🔥🔥🇧🇮🇧🇮🇧🇮🙆‍♀️🙆‍♀️🙆‍♀️🙆‍♀️🙆‍♀️🙆‍♀️👇👇👇👇👇👇👇👇 ,
27957,129941485127407,Suicidal trend persists as another man sets himself ablaze over woman’s rejection ,
27961,1486116641609917,"Kilabika bwebatulabako amatu batuyita mbuzi, so this drug addict is determined to trade our country to the bazungu. He is being funded but these guys who have been part in destabilizing many countries around the world. Naye mukulu nze ngamba abasajja obalimba tobasuubiza bitasoboka. Weyambeyambe coz ffe bana uganda 🇺🇬 tetuli ready kwewunza. Totunda nsi yaffe Totunda Dembe Lyaffe",
27962,105583497196,"Resolve Islamic Banking delay, Finance minister directs BoU https://bit.ly/33uiMYR:=:https://www.monitor.co.ug/Business/Finance/Resolve-Islamic-Banking-delay--Finance-minister-directs-BoU/688608-5604978-vr7b47z/index.html #MonitorUpdates",
28024,129941485127407,THE WORKERS EYE MAGAZINE AUGUST 2020 ISSUE IS OUT,
28025,274577061337,THE WORKERS EYE MAGAZINE AUGUST 2020 ISSUE IS OUT,
28030,1681786142107330,https://www.facebook.com/102616044852623/posts/132384388542455/?app=fbl,
28038,274577061337,Bizonto Part 2,
28092,129941485127407,Let us VOTE nOW...Ani Musajja KuMulenze? https://m.facebook.com/story.php?story_fbid=135041024922658&id=102461954847232,
28102,274577061337,"**""Catherine Kusasira Is A Useless Stupid Idiot Who Can't Even Spell The Phrase 'Presidential Advisor' Yet She's One."" Bajjo Blasts Maama Kabiina. **",
28108,1681786142107330,Can prayers fight your political battles?,
28124,1681786142107330,Fantastic,
28151,105583497196,"Opposition, NRM dismiss opinion poll ratings https://bit.ly/3fAtKhA:=:https://www.monitor.co.ug/News/National/Opposition---NRM-dismiss-opinion-poll-ratings/688334-5605042-129qo93z/index.html #MonitorUpdates",
28164,1486116641609917,LIKE PAGE FOR MORE INFO.,
28168,169252986456497,"The leader of the Allied Democratic Forces (ADF), Jamil Mukulu Thursday withdrew his bail application after Justice Susan Okalany refused to excuse herself from handling the application #NTVNews Read More https://zionly.io/Mukulu-Bail-:=:https://www.ntv.co.ug/news/national/Jamil-Mukulu-withdraws-bail-application/4522324-5605128-elvmj7z/index.html",
28202,274577061337,"#RonaldMayinja rejoins #PeoplePower: says ‘’#Museveni has no plans for the future of #Uganda, the COUNTRY IS IN TOTAL DARKNESS’’ “I want to apologize that I am really sorry for what happened.... Museveni does not have the plans for the future of Uganda....I want to ask our colleagues in the NRM, to come and join us because I have been talking to them and I know what they are going through. ...read more.. http://newz.ug/ronald-mayinja-rejoins-people-power-says-museveni-has-no-plans-for-the-future-of-uganda-the-country-is-in-total-darkness/",
28207,1681786142107330,"On January 8, 2020, Mayinja launched his own movement called “Peace for All, All for peace” with an objective of creating Unity among the youth, however this was received with immense criticism from the people power camp claiming that it was a Museveni project meant to weaken their movement.",
28224,274577061337,"Tech teams assist these traders to set online stores basigale nebizimbe byabwe. Jobs will be created for boda-boda, delivery service, packaging, warehouse stores. Amazon, Alibaba etc all these onlines stores are thriving. Young people abasoma web designing etx help these traders. Eventually the way things are going technology of shopping, selling and marketing online is taking over.... TAKE IT ON AND YOU BECOME THE NEXT AFRICAN AMAZON GURU!!! MAGEZI GABUWA....",
28226,105583497196,Museveni threatens demo over Ruhaama break-away https://bit.ly/3klSYns:=:https://www.monitor.co.ug/News/National/Museveni-threatens-demo-over-Ruhaama-break-away/688334-5605050-b9agbw/index.html #MonitorUpdates,
28245,1681786142107330,Cash,
28248,169252986456497,Man United forward Sanchez makes Inter Milan move permanent #NTVNews Read More 👉 https://zionly.io/Sanchez-to-inter:=:https://www.ntv.co.ug/news/sports/4522368-5605104-hdltkfz/index.html,
28250,274577061337,President M7 will never compromise on health issues. The images doing rounds that he addressed pple in disregard to sops is false. In this video u will notice president m7 is telling pple not surge bcoz it risks their lives. ,
28265,274577061337,https://youtu.be/ci0xpEWbdac,
28274,1681786142107330,https://youtu.be/X66RAkBmDhA,
28277,1681786142107330,https://youtu.be/X66RAkBmDhA,
28278,274577061337,😂😂😂,
28289,129941485127407,🤣🤣🤣.. LIKE OUR PAGE,
28310,169252986456497,South African telecom giant MTN to pull out of Middle East and scrap its interim dividend under a blueprint to navigate the coronavirus pandemic #NTVNews Read More 👉 https://zionly.io/MTN-out-of-Mideast:=:https://www.ntv.co.ug/news/international/South-African-telecoms-giant-MTN-to-pull-out-of-Mideast/4522060-5605090-cbbqm8z/index.html,
28311,129941485127407,Cross to Rwanda at Your Own Risk – Government warns Ugandans ,
28347,1681786142107330,https://youtu.be/XRQ8vGmT5pE,
28381,274577061337,Diamond Platnumz Rudely Refuses To Wish Daughter Latifah A Happy Birthday - 𝐈𝐬 𝐈𝐭 𝐓𝐡𝐞 𝐍𝐞𝐰 𝐆𝐢𝐫𝐥𝐟𝐫𝐢𝐞𝐧𝐝'𝐬 𝐋𝐨𝐯𝐞 𝐁𝐥𝐢𝐧𝐝𝐢𝐧𝐠 𝐇𝐢𝐦? ,
28397,169252986456497,Several residents and businesspersons have protested against the poor state of roads in Fort Portal city. #NTVNews,
28428,169252986456497,"The commander of land forces Lt Gen Peter Elwelu has commended members of the Local Defence Units, now undergoing refresher training at Kakiri barracks in Wakiso district. #NTVNews",
28429,105583497196,NCDC should leave assessment to UNEB https://bit.ly/39ZXZxt:=:https://www.monitor.co.ug/OpEd/Letters/NCDC-should-leave-assessment-to-UNEB/806314-5604446-agxyg7z/index.html #MonitorUpdates,
28456,169252986456497,"Government has given Entebbe municipality in Wakiso district 70,000 masks. #NTVNews",
28482,1681786142107330,KIBADDE KAMWOOKYA OLWALEERO BAABA..!! EEH. KANO AKASAJJA AMAZIMA KAKAMBWE. VIDEO: > 👇 https://youtu.be/Mj0Aro29HDM 👇,
28487,169252986456497,Gov’t sued for supply of poor quality condoms #NTVNews,
28496,274577061337,"""Yes, it is true I met President Museveni. From that meeting, I confirmed Museveni has nothing more to offer his country. All his focus is on winning the next election. """,
28504,1681786142107330,WHAT DO YOU THINK BOBI WINE HAVE?? MAGICALLY ? > 👇 ,
28510,169252986456497,The Minister of Local Government Raphael Magyezi has officially inaugurated Lira City. It is one of the 10 municipalities that were upgraded to cities that became operational on 1st July. #NTVNews,
28528,274577061337,You can be part of the good cause,
28552,129941485127407,VANDALISM: Teenager arrested for defacing Minister Baryomunsi’s campaign posters ,
28575,1681786142107330,"Pple re heartless banange 🤔 Please subscribe to the new channel of the #Kitonsaz on utube and follow Shamim Mayanja on Facebook for more entertainment and educative skits, don't forget to like, share, comment and invite more friends to like the page please. Thanks dearests ❤️",
28600,1681786142107330,"A true leader forgives and and lets go, His been forgiven for sure, all those calling him an NRM spy are NRM fake accounts trying to create distrust....For the believers go read the story of the prodigal son In the Bible, if God forgives us, who are we not to forgive others, The bible says all of us have sinned and fallen short of his glory but his more than willing to forgive us if we confess our sins. So we should respect his new choice",
28664,274577061337,Happy Ethiopia Women MPs Day!🥂🎈💃👌🏿♥️❣️ Loving beautiful 💞 African Women MPs that do not permission to be who they are,
28666,1681786142107330,Bunyoro namutima naloooo,
28682,274577061337,Winnie Nwagi Bamulaze Mature 😅😅😅,
28691,1681786142107330,https://www.facebook.com/448844188597836/posts/1697360093746233/,
28726,274577061337,"AM NOT VOTING KENZO ,WE ARE NOT MUSICIANS, IT MAY BRING DIVISIONS",
28741,1486116641609917,https://www.facebook.com/448844188597836/posts/1697360093746233/,
28744,1486116641609917,https://www.facebook.com/448844188597836/posts/1697360093746233/,
28754,1681786142107330,Law of contract,
28759,1486116641609917,I make money online how about you? Please subscribe to my YouTube channel and learn how to make money online free Training and mentorship👉 https://www.youtube.com/channel/UCfkpyAv2LLBQui4N1YgCAJw thanks,
28766,169252986456497,NEWSNIGHT: What are Ugandans’ perceptions of governance? #NTVNews #UGDecides2021 Full interview 👇👇,
28776,1681786142107330,I make money online how about you? Please subscribe to my YouTube channel and learn how to make money online free Training and mentorship👉 https://www.youtube.com/channel/UCfkpyAv2LLBQui4N1YgCAJw thanks,
28780,129941485127407,I make money online how about you? Please subscribe to my YouTube channel and learn how to make money online free Training and mentorship👉 https://www.youtube.com/channel/UCfkpyAv2LLBQui4N1YgCAJw thanks,
28794,1486116641609917,https://www.facebook.com/448844188597836/posts/1697360093746233/,
28795,1486116641609917,https://www.facebook.com/448844188597836/posts/1697360093746233/,
28800,274577061337,MUJJOGA,
28802,169252986456497,He has turned his church compound into a tomato farm. This is the story of a pastor in Kitetika Komamboga who took the decision to embark on farming as the lockdown on churches continues to bite. #NTVNews,
28803,274577061337,"**If Only Bigeye Could Apologize To Me, Am Ready To Show Him New Bedroom Styles Again - Nalongo Donzella Finally Realises Where Her Heart Belongs** ",
28826,1681786142107330,Bobi wine,
28832,169252986456497,"President Yoweri Museveni has taken a swipe at the judiciary blaming it for letting criminals go, which has led to the persistent crime. #NTVNews",
28833,1681786142107330,BOBI WINE 😘😘😘😘,
28843,274577061337,This is worth reading,
28864,274577061337,Enjoy the Tune,
28903,274577061337,"#CzechRepublic opens #diplomatic mission in Kampala, appoints #StephenKaboyo Honorary Consul Uganda exports to Czech Republic was $37.2m during 2018. Uganda’s exports to Czech republic include: Coffee, tea, mate and spices, Animal, vegetable fats and oils, cleavage products, Dairy products, eggs, honey, edible products,...read more.. http://newz.ug/czech-republic-opens-diplomatic-mission-in-kampala-appoints-stephen-kaboyo-honorary-consul/",
28912,274577061337,🙏💚💙🎼🎹,
28913,169252986456497,A study conducted by the Initiative for Social and Economic Rights into a five-year Reproductive Health Voucher Project funded by the World Bank shows that the project did not benefit the intended target. #NTVNews,
28930,169252986456497,"Close to five months after the outbreak of COVID 19 in Uganda, the trend of infection still remains unclear especially now after registering some deaths. Where did we drop the ball? #NTVNews",
28934,1681786142107330,When Bobi came everything came to the light,
28938,1681786142107330,Who to be blamed for poor service delivery in Mukono district. Is it the opposition or the ruling NRM. Your answer is here; https://youtu.be/a_C6ODMtqKI,
28940,274577061337,KASESE DECIDES 2021-2026,
28949,1681786142107330,Support village people NUP is the answer. Mbale needs posters of BOBI Wine,
28961,1681786142107330,#WEMUSTLEAD,
28963,169252986456497,Workers contributing to the National Social Security Fund (NSSF) will have 20% mid-term access to their benefits if Parliament adopts the recommendations of the Joint Committee that has processed the NSSF Amendment Bill. #NTVNews,
28977,169252986456497,"Anger mounted in Lebanon on Wednesday as rescuers searched for survivors of a cataclysmic explosion at Beirut port that wreaked destruction across the city, killing at least 113 people, wounding thousands and plunging crisis-stricken Lebanon further into the abyss. #NTVNews Click 👇👇",
28990,1681786142107330,"""You, me, us... We can create the change that we want"" - Kyagulanyi aka BobiWine 👌",
29003,1681786142107330,"EC under Justice Byabakama Chairmanship You need to come Out and Explain this Scenario to the Public, Assassins Invading EC Offices Select Youth Nominated Candidates under NUP/People Power disappear with them with all their Details, That means EC u might have connived with Unknown Gunmen to Track NUP Youths and have them Kidnapped",
29011,169252986456497,"Local Government Minister Rafael Magyezi has spoken out on his decision not to stand as Member of Parliament representing Igara West, a constituency he has represented for ten years. #NTVNews #UGDecides2021",
29029,169252986456497,"In the latest twist of events concerning the cancelled delegates' conference of the Alliance for National Transformation, NTV has seen a letter from the electoral commission giving a go-ahead to ANT to hold its National delegates conference a few hours to the set date. #NTVNews #UGDecides2021",
29053,169252986456497,Leaders from various political groups have expressed mixed reactions on a just-released Opinion poll conducted by research World International that shows President Yoweri Museveni would have led the race with 47% of the vote if Presidential elections had been held in March. #NTVNews #UGDecides2021,
29057,169252986456497,MWASUZE MUTYA: By'oyiseemu Bulamu; Birina kye bikuyigirizza?,
29063,169252986456497,The leader of the National Unity Platform Robert Kyagulanyi has been identified as the leading choice for President in the event that President Yoweri Museveni does not run for re-election in 2021. #NTVNews,
29083,105583497196,2021 polls: New roadmap challenged in High Court https://bit.ly/3a0p8QH:=:https://www.monitor.co.ug/News/National/2021-polls-roadmap-challenged-High-Court-Electoral-Commission/688334-5604778-boewk7/index.html #MonitorUpdates,
29092,1681786142107330,Keep fighting until you win. Psalm 60:12 Dr.Kayongo Stephen,
29107,329423169077,Japan marks 75th anniversary of Hiroshima atomic bombing. https://bit.ly/3kkfTj0:=:https://www.newvision.co.ug/news/1524130/japan-marks-75th-anniversary-hiroshima-atomic-bombing | #VisionUpdates | AFP photo,
29111,129941485127407,Good morning my lovely people,
29127,105583497196,Kiwanuka: More than just Kajoba’s assistant at Vipers https://bit.ly/3kj0RtW:=:https://www.monitor.co.ug/Sports/Soccer/Kiwanuka-Kajoba-assistant-Vipers-Golola-Bright-Stars/690266-5604742-2wpvqq/index.html #MonitorUpdates,
29130,105583497196,"Pro chef, bodybuilder Byekwaso ends long suffering in San Diego https://bit.ly/3keER3n:=:https://www.monitor.co.ug/Sports/OtherSport/bodybuilder-Byekwaso-San-Diego-Germany-World-Champion/690284-5604748-13s4k5dz/index.html #MonitorUpdates",
29131,274577061337,"Lord, hear us",
29134,105583497196,Slow start to season for Peace https://bit.ly/30uZvV6:=:https://www.monitor.co.ug/Sports/OtherSport/Slow-start-season--Peace-Sunshine-Coast-She-Cranes-/690284-5604754-8wch5vz/index.html #MonitorUpdates,
29137,105583497196,"Man steals radio, chicken from relatives, kills them https://bit.ly/30tPyY6:=:https://www.monitor.co.ug/News/National/Man-steals-radio-chicken-relatives-kills-them-Lira-District/688334-5604734-ohty0mz/index.html #MonitorUpdates",
29146,274577061337,"#Covid19: #Morocco govt. to compensate workers who lost their work, families affected by the #pandemic Government outlined several measures to be taken to deal with the difficult situation now caused by the spread of the coronavirus, aimed at alleviating the ""negative effects generated by this crisis, not only with regard to health, but also in the areas of economy and society"".....read more... http://newz.ug/covid-19-morocco-govt-to-compensate-workers-who-lost-their-work-families-affected-by-the-pandemic/",
29151,1681786142107330,Banange,
29205,1681786142107330,Hmmm,
29219,105583497196,A very minority view: Why I love Uganda’s tribalists (Pt II) https://bit.ly/2Xtem0g:=:https://www.monitor.co.ug/OpEd/columnists/CharlesOnyangoObbo/A-very-minority-view--Why-I-love-Uganda-s-tribalists--Pt-II-/878504-5604466-kp51tkz/index.html #MonitorUpdates,
29222,274577061337,HELL ON EARTH IN OCCUPIED UGANDA John Ojok-Akona Norman Lakayana Teddy Ayo William Okidi Sokolokobangusay Kolongo Julius Peter Moto,
29223,1681786142107330,HERE IT IS! Part 1 of the COAST LOCKDOWN BREAKOUT SPECIAL.,
29251,274577061337,A MOTHER'S LOVE KNOWS NO BOUNDS SO SALUTE YOUR MOM THIS MORNING OR PRAY FOR HER IF SHE IS NO LONGER WITH US.,
29260,105583497196,Cybernetic violence ruins families too https://bit.ly/2PqT13h:=:https://www.monitor.co.ug/OpEd/Commentary/Cybernetic-violence-ruins-families-too/689364-5604450-lak3t0z/index.html #MonitorUpdates,
29261,105583497196,Give Karamoja share of its mineral wealth https://bit.ly/2Xwqfmb:=:https://www.monitor.co.ug/OpEd/Editorial/Give-Karamoja-share-of-its-mineral-wealth/689360-5604472-bysdv0z/index.html #MonitorUpdates,
29268,169252986456497,Omusajja e Masindi atemye eyali muganzi we #NTVNews https://zionly.io/ZdfC56M?utm_medium=social&utm_source=facebook_NTV_Uganda:=:https://www.ntv.co.ug/news/akawungeezi/Omusajja-e-Masindi-atemye-eyali-muganzi-we/4542248-5604578-730qqjz/index.html,
29269,169252986456497,E Buyikwe poliisi elumbye abatema ekibira #NTVNews https://zionly.io/PbE79Ow?utm_medium=social&utm_source=facebook_NTV_Uganda:=:https://www.ntv.co.ug/news/akawungeezi/E-Buyikwe-poliisi-elumbye-abatema-ekibira/4542248-5604586-ob6asr/index.html,
29270,169252986456497,Raphael Magyezi ayogedde lwaki tajja kwesimbawo #NTVNews https://zionly.io/d1Unl7d?utm_medium=social&utm_source=facebook_NTV_Uganda:=:https://www.ntv.co.ug/news/akawungeezi/Raphael-Magyezi-ayogedde-lwaki-tajja-kwesimbawo/4542248-5604612-dehd91/index.html,
29272,169252986456497,Ekyabalukidde mu kibuga Beirut kireese ebibuuzo #NTVNews https://zionly.io/Btnqvv0?utm_medium=social&utm_source=facebook_NTV_Uganda:=:https://www.ntv.co.ug/news/akawungeezi/Ekyabalukidde-mu-kibuga-Beirut-kireese-ebibuuzo/4542248-5604622-m5ulyqz/index.html,
29273,169252986456497,"E Nansana basiibye ku yoleke, jjaamu wa leero abakeese #NTVNews https://zionly.io/8ANttrx?utm_medium=social&utm_source=facebook_NTV_Uganda:=:https://www.ntv.co.ug/news/akawungeezi/E-Nansana-basiibye-ku-yoleke/4542248-5604628-11ysa8l/index.html",
29275,169252986456497,TTABAMIRUKA WA NRM: Ekibiina ky’ogedde lwaki ayongezeddwayo #NTVNews https://bit.ly/3fyzh8x?utm_medium=social&utm_source=facebook_NTV_Uganda:=:https://www.ntv.co.ug/news/akawungeezi/4542248-5604638-sexi4g/index.html,
29278,169252986456497,OBUWEEREZA ERI AB’EMBUTO: Alipoota eyogedde ku kugozoobana kw’emirimu #NTVNews https://zionly.io/vIA1ivi?utm_medium=social&utm_source=facebook_NTV_Uganda:=:https://www.ntv.co.ug/news/akawungeezi/Alipoota-eyogedde-ku-kugozoobana/4542248-5604666-7s4v3e/index.html,
29280,169252986456497,AB’EBYOBUFUZI BATOLOTOOMA: Alipoota eraga abantu bye balowooza ebatabudde #NTVNews https://zionly.io/6YYJNfP?utm_medium=social&utm_source=facebook_NTV_Uganda:=:https://www.ntv.co.ug/news/akawungeezi/Alipoota-eraga-abantu-bye-balowooza/4542248-5604662-22tijt/index.html,
29283,169252986456497,EBBAGO KU NSSF: Ababaka ba kusisinkana Museveni enkya #NTVNews https://zionly.io/NV6vXfo?utm_medium=social&utm_source=facebook_NTV_Uganda:=:https://www.ntv.co.ug/news/akawungeezi/Ababaka-ba-kusisinkana-Museveni-enkya/4542248-5604648-b1m49vz/index.html,
29285,169252986456497,Waliwo omusumba mu kitundu kye Kitetikka Komamboga mu Ggombolola ye Kawempe agaanye okwekubagiza olwamasinzizo okulwawo okuggulwawo. #NTVNews https://zionly.io/Bd3ucEG?utm_medium=social&utm_source=facebook_NTV_Uganda:=:https://www.ntv.co.ug/news/akawungeezi/Wuuno-Paasita-asazeewo-okulima-ennyanya/4542248-5604642-ldfbpt/index.html,
29286,105583497196,EC should also apply digital means to work https://bit.ly/2C1kipT:=:https://www.monitor.co.ug/OpEd/Commentary/EC-should-also-apply-digital-means-to-work/689364-5604454-3ockfkz/index.html #MonitorUpdates,
29287,169252986456497,Ekibiina ki Alliance of National transformation kyongeddeyo tabamiruka wakyo #NTVNews https://zionly.io/bdc0A5P?utm_medium=social&utm_source=facebook_NTV_Uganda:=:https://www.ntv.co.ug/news/akawungeezi/Ttabamiruka-wa-ANT-bamwongeddeyo/4542248-5604626-12ondwez/index.html,
29303,105583497196,Solution to our land problems lie in return to pre-1975 land regime https://bit.ly/33vXmuu:=:https://www.monitor.co.ug/OpEd/Commentary/Solution-our-land-problems-lie-return-pre-1975-land-regime/689364-5604458-5avw2t/index.html #MonitorUpdates,
29311,1681786142107330,"Help me thank God I was lying in my room yesterday afternoon with my son.my son was playing game while lying in bed nepa bring light I was like Divine please help on the fan. after putting the fan on I went to d toilet to pee when I cm back I noticed that the fan was on speed I turn it and put it on number 2. I told my son da I want to lie on the floor and my son was asking me about the game and I told him that I want to sleep.. immediately lie down the ceiling fan ripped off and fell on me Thank God for saving my life and my son was not hurt. when my son saw how I was bledding he started crying saying Mummy please don't die and leave me is not my portion Thank you Jesus l told him that will not die premature death. now my prayers for you reading this as you type amen and share to 5 different Facebook groups, you and and anyone in your family will never die untimely death, in Jesus name!!! See the miraculous video 👇🏻👇🏻 ",
29316,274577061337,"AKENA'S FATHER, OBOTE, LOST THE COLOR CASE IN COURT IN 1969 AFTER DP FILED THE LEGAL CASE - SHAME ON YOU.",
29318,1486116641609917,Van Vicker & Nadia. Beyonce the president's daughter,
29319,274577061337,"Wali ludawa, those days 🤣🤣🤣 Please subscribe to the #Kitonsaz on utube and follow Shamim Mayanja on Facebook for more skits, don't forget to like, share, comment and invite more friends to like the page please. Thanks dearests",
29323,274577061337,Abazukulu bagambye,
29331,1681786142107330,Van Vicker & Nadia. Beyonce the president's daughter,
29346,274577061337,"Special wedding: Groom - 107 years, and bride - 97 years.",
29349,274577061337,I like the maturity with with Jimmy Akena Obote handled the arrogantly excited Joel B. Ssenyonyi,
29393,105583497196,A good kettle is a time saver #MonitorUpdates,
29402,1486116641609917,"seriously Look ... Look ... La Patrulla de Carreteras de Oklahoma realizó un hoyo en el vehículo de persecución, pero mire lo que sucede #amazingvideos",
29406,1681786142107330,https://youtu.be/wh2iyKEg8gs,
29408,1681786142107330,"Call or whatsapp 0758266404/ 0781691326 For all your salon items, chairs, dryers, machines, and so on",
29416,105583497196,Opening shares to East Africans will depend on telecoms - CMA https://bit.ly/2EUHA1R:=:https://www.monitor.co.ug/Business/Finance/Opening-shares-to-East-Africans-will-depend-on-telecoms---CMA--/688608-5604260-mc05qy/index.html #MonitorUpdates,
29421,274577061337,#M7MustGo,
29422,1681786142107330,praise God,
29424,169252986456497,Alliance for National Transformation blames EC for delayed delegates conference #NTVNews,
29441,1681786142107330,Remember to like our page,
29446,169252986456497,"President Yoweri Museveni has taken a swipe at the judiciary blaming it for letting criminals go, which has led to persistent crime #NTVNews",
29452,274577061337,Why I love this guy.,
