,Facebook Id,text,label
24676,1681786142107330,EKIRI E MBALE BANAAYE..!!! BOBI WADALA. > 👇 https://youtu.be/qrRUrpSfqF4 👇,
24696,1681786142107330,"Many people will get recharge card tonight. Congrats and don't miss it, Admin block me if I don't send the card, 5k recharge card 4 Sallah Glo Mtn Airtel Eti Write 1-30 without interruption. First 5 people that get it get 5k card. ",
24732,105583497196,"Teargas, bullets rock Mbale as police disperses Bobi Wine supporters https://bit.ly/3a9qKHS:=:https://www.monitor.co.ug/News/National/Teargas-bullets-rock-Mbale-police-disperses-Bobi-Wine-supporters/688334-5605890-12p2enh/index.html #MonitorUpdates",
24740,1681786142107330,Those who know how to read read well. We are doomed with abasiyazi,
24743,274577061337,"Video: #Burundi President #Ndayishimiye to a bad neighbor ‘‘I will not deal with hypocrites’’ In the speech on Thursday, he also accused unnamed bad neighbors of ""taking refugees hostage"" and harbouring coup plotters who destroyed Burundi Last month, when he was asked what he expects from the new Burundian regime, President Paul Kagame replied that he wishes to renew good relations with its neighbor to the south....read more... ",
24752,1681786142107330,https://youtu.be/Ttp6IHMFXb8,
24762,169252986456497,The operationalization of the 10 newly created cities has failed to take off due to a lack of funding. #NTVNews,
24771,274577061337,"""Stella Nyanzi onzise. I can bare anything but when it comes to ruining our values, I can't support you. Period.""",
24778,1681786142107330,Those who don't know M7 gets surprised everyday,
24785,105583497196,"""You are neither the life chairman of CCM nor Tanzania's president for life. You are, to all intents and purposes, walking in the footsteps of Tanzania's founding president, Mwalimu Julius Nyerere. Party-hoppers and people pretending to be sultans should be left to be what they are,"" CCM secretary-general Bashiru Ally told Magufuli https://bit.ly/3fFbJ1Z:=:https://www.monitor.co.ug/News/National/Magufuli-not-interested-clinging-on-party-/688334-5605886-qwrh70z/index.html #MonitorUpdates",
24800,169252986456497,The Forum for Democratic Change has today announced the 18th and 19th of August as new dates for picking nominations forms for presidential aspirants on the party ticket. #NTVNews #UGDecides2021,
24820,105583497196,Rwandans sent to lectures for breaking Covid-19 rules https://bit.ly/3ikjtId:=:https://www.monitor.co.ug/News/National/Rwandans-sent-lectures-breaking-Covid-19-rules/688334-5605882-4fhg1sz/index.html #MonitorUpdates,
24826,329423169077,ABDALLAH KITATTA WALKS FREE The release came after the Court Martial Appeal Court (CMAC) reduced his sentence from 10 to three years. Details Right pointing backhand index https://bit.ly/33Ju6Ax:=:https://newvisionapp.com/2587 | #VisionUpdates,
24832,129941485127407,"The buttocks'eddy kenzo' always produces smelling things ,we know it always.",
24846,274577061337,Naye kenzo🤔wetereeze,
24864,105583497196,18 dead after Indian plane breaks in two https://bit.ly/3ihBmrh:=:https://www.monitor.co.ug/News/World/18-dead-Indian-plane-breaks-two/688340-5605878-1n8wl7z/index.html #MonitorUpdates,
24880,1681786142107330,SHOCKING CLIP: Eddy Kenzo Attacking Bobi Wine & People Power Fans. VIDEO > 👇👇 https://youtu.be/XZK1lvuWBMg 👇👇 <,
24915,169252986456497,The Electoral Commission has allowed political aspirants to hold campaign meetings #NTVNews #UGDecides2021,
24926,129941485127407,"Edd kenzo killed Dan ,we don't want killers in our generation.",
24947,169252986456497,President Museveni has directed parliament to halt the processing of the NSSF Amendment Bill until he gives his guidance on midterm access of benefits. #NTVNews,
24949,1681786142107330,"Many people will get recharge card tonight. Congrats and don't miss it, Admin block me if I don't send the card, 5k recharge card 4 Sallah Glo Mtn Airtel Eti Write 1-30 without interruption. First 5 people that get it get 5k card. ",
24952,754222691318709,https://youtu.be/WhMq0ZrFQms,
24981,105583497196,Museveni must be older than 75 years https://bit.ly/2Dldlkn:=:https://www.monitor.co.ug/OpEd/Commentary/Museveni-must-be-older-than-75-years/689364-5605686-10sxvoh/index.html #MonitorUpdates,
24983,169252986456497,"The patron of the BodaBoda 10 Abdullah Kitatta is out of prison. Yesterday, the court-martial appeals court upheld Kitatta's conviction on charges of illegal possession of firearms and ammunition. #NTVNews",
25002,1681786142107330,What TOM VOLTAIRE OKWALINGA WILL NEVER TALK ABOUT BECAUSE IT IS OFFICIALLY IN HIS HOME. STOP HATING BOBI AND CLEAN YOUR HOUSE,
25019,329423169077,Saturday Vision brings you Byamugisha's 25 years of marriage while HIV positive. Grab your copy. #VisionUpdates But how did he contract the virus? Details in this Special Report. https://youtu.be/IDnqKktKQwU:=:https://www.google.com/sorry/index?continue=https://youtu.be/IDnqKktKQwU&q=EgQ0KuTRGOvWuPkFIhkA8aeDS8M4Fv1R5wDImEwnrokFnaV96YypMgFy,
25031,274577061337,My heart breads for this generation and the music industry if such a public figure thinks campaigning for the dictator will serve his revenge!!! OHHHHH 🇺🇬 Where’s common sense?,
25039,274577061337,"#Covid19: #Kenya records 14 more deaths, 727 new positive cases Kenya's cumulative number of coronavirus cases shot to 25,138 on Friday, with the recording of 727 more cases after the testing of 6,814 samples in 24 hours....read more.. http://newz.ug/covid-19-kenya-records-14-more-deaths-727-new-positive-cases/",
25046,274577061337,Finally FDC is where it officially belongs.,
25047,129941485127407,TO PROTECT HIM ?,
25051,1681786142107330,Share,
25054,105583497196,Uganda: No country for young people https://bit.ly/3klX5zX:=:https://www.monitor.co.ug/OpEd/Commentary/Uganda--No-country-for-young-people/689364-5605692-q13p7f/index.html #MonitorUpdates,
25057,1681786142107330,BOBIWINE ADVISOR PENG PENG MUFERE HAS CHEATED 100 people,
25064,1486116641609917,I wonder!!!!,
25074,105583497196,Government should reduce high transport fares https://bit.ly/30z6ZXh:=:https://www.monitor.co.ug/OpEd/Editorial/Government-should--reduce-high-transport-fares/689360-5605706-ww1689/index.html #MonitorUpdates,
25079,169252986456497,Zungulu; Abakyuuka okuva mu biibina babageraageranya ku motoka ya numberless #NTVNews https://zionly.io/xXPIwqo?utm_medium=social&utm_source=facebook_NTV_Uganda:=:https://www.ntv.co.ug/features/-Abakyuuka-okuva-mu-biibina-babageraageranya/4545218-5605800-pwio2xz/index.html,
25080,169252986456497,Museveni akomye ku babaka ku bbago ku kitta vvu ky’abakozi #NTVNews https://zionly.io/mfbaMj7?utm_medium=social&utm_source=facebook_NTV_Uganda:=:https://www.ntv.co.ug/news/akawungeezi/Museveni-akomye-ku-babaka-ku-bbago-ku-kitta-vvu-ky-abakozi-/4542248-5605786-fl5hgz/index.html,
25086,169252986456497,FDC efulumiza enaku z’okujjirayo foomu ku by’okukwatira ekibiina bendera #NTVNews #UGDecides2021 https://zionly.io/MrjbeeL?utm_medium=social&utm_source=facebook_NTV_Uganda:=:https://www.ntv.co.ug/news/akawungeezi/FDC-efulumiza-enaku-z-okujjirayo-foomu-/4542248-5605792-etllpe/index.html,
25088,1681786142107330,https://youtu.be/0gi-EK9zhX0,
25089,169252986456497,"Ekibonerezo kya Abdallah Kitatta kikendeezeddwa, anatera okuva mu kkomera #NTVNews https://zionly.io/1lZ5wj2?utm_medium=social&utm_source=facebook_NTV_Uganda:=:https://www.ntv.co.ug/news/akawungeezi/Ekibonerezo-kya-Abdallah-Kitatta-kikendeezeddwa/4542248-5605788-cvsj2p/index.html",
25091,169252986456497,Bannabyabufuzi baanukudde akakiiko k’ebyokulonda ku kusisinkana abalonzi #NTVNews #UGDecides2021 https://zionly.io/iixcdQF?utm_medium=social&utm_source=facebook_NTV_Uganda:=:https://www.ntv.co.ug/news/akawungeezi/Bannabyabufuzi-baanukudde-akakiiko-k-ebyokulonda/4542248-5605796-k91menz/index.html,
25092,169252986456497,Abesimbyewo bakiriziddwa okusisinkana abantu abasaamusaamu #NTVNews #UGDecides2021 https://zionly.io/g2HLVrK?utm_medium=social&utm_source=facebook_NTV_Uganda:=:https://www.ntv.co.ug/news/akawungeezi/-Abesimbyewo-bakiriziddwa-okusisinkana-abantu-abasaamusaamu-/4542248-5605798-15f1722/index.html,
25095,169252986456497,Akakiiko k’ebyokulonda kayise NUP ku by’obukulembeze #NTVNews #UGDecides2021 https://zionly.io/SIUtiN4?utm_medium=social&utm_source=facebook_NTV_Uganda:=:https://www.ntv.co.ug/news/akawungeezi/Akakiiko-k-ebyokulonda-kayise-NUP-ku-by-obukulembeze-/4542248-5605790-kh90caz/index.html,
25097,169252986456497,Katikkiro wa Buganda Charles Peter Mayiga agamba nti ettoffaali lyakola kinene okuzzaamu abaganda essuubi n'okubalaga nti nabo basobola okwekolera ku bintu nga tebalinze buyambi kuva walala. #NTVNews,
25098,105583497196,Breastfeeding and Covid-19: A nursing mother’s ordeal https://bit.ly/2Pv0RZT:=:https://www.monitor.co.ug/OpEd/Commentary/Breastfeeding-Covid-19-nursing-mothers-ordeal/689364-5605698-rrpovoz/index.html #MonitorUpdates,
25114,1486116641609917,I have learned a lot from these videos. That was amazing,
25115,1681786142107330,Wow.. There isn't many people on facebook who provides this kind of indept knowledge for free.. thanks,
25150,129941485127407,Here we come,
25155,1681786142107330,😭😭😭😭💔💔💔💔,
25156,1681786142107330,Kano kayuma 🤣🤣🤣🤣,
25221,274577061337,THAIS NOT AMUSED BY TRUMP'S INABILITY TO PRONOUNCE THE NAME OF THEIR COUNTRY.,
25222,1681786142107330,"ANSWER CORRECTLY AND WIN 150K CASH Which Number is The Best Arrangement (1)sex.love.marriage (2)marriage,love,sex (3)love,marriage, sex (4)love,sex,marriage Let see who.get best answer ",
25224,274577061337,"Andrew Mwenda: ""I formally declare my intention to seek both the presidency of NUP and to be the party presidential candidate in the next elections. First we need to make NUP democratic! The party has anointed a president, Bobi Wine - the very sin it claims to be fighting in NRM,"" Mwenda says. Full video here👇 ",
25225,1681786142107330,"Andrew Mwenda: ""I formally declare my intention to seek both the presidency of NUP and to be the party presidential candidate in the next elections. First we need to make NUP democratic! The party has anointed a president, Bobi Wine - the very sin it claims to be fighting in NRM,"" Mwenda says. Full video here👇 ",
25244,274577061337,You hear this man,
25262,169252986456497,There is a group of people claiming to be among the founding members of the NURDP have written to the Electoral Commission seeking an explain how the party came to change its name to NUP #NTVNews #UGDecides2021,
25266,274577061337,"CHINA WANTS TRUMP OUT, WHILE PUTIN THINKS HIS BOY HAS DONE A GOOD JOB AND WANTS TO EXTEND HIS TERM AT THE WHITE HOUSE.",
25274,274577061337,PASTOR KANYE WEST IS BONKERS,
25321,169252986456497,The operationalization of the 10 newly created cities has failed to take off due to a lack of funding. #NTVNews,
25330,105583497196,Working remotely: The best way to achieve a work-life balance https://bit.ly/3gFTqLo:=:https://www.monitor.co.ug/Magazines/Jobs-Career/Working-remotely-achieve-worklife-balance-coronavirus/689848-5605716-v4cr9oz/index.html #MonitorUpdates,
25332,1681786142107330,LW97FM IS MADD 🔥🔥🔥🔥💥💥💥💥,
25356,169252986456497,FDC sets dates for presidential nominations #NTVNews #UGDecides2021,
25361,274577061337,"#COVID19: #US warns nationals as #Uganda registers sixth death, 31 new cases According to the Ministry of Health, the latest victim is a 70-year-old Ugandan male, a resident of Nateete Kampala. He was admitted at Lubaga hospital with...read more... http://newz.ug/covid-19-u-s-warns-nationals-as-uganda-registers-sixth-death-31-new-cases/",
25371,1681786142107330,Overnight Friday,
25375,1681786142107330,Compare MWENDA and BOBI WINE. Our NUP president is a class apart. Not just shouting and speaking speedy,
25390,169252986456497,"The patron of the BodaBoda 10 Abdullah Kitatta is out of prison. Earlier today, the court-martial appeals court upheld Kitatta's conviction on charges of illegal possession of firearms and ammunition. #NTVNews",
25400,1681786142107330,RIP MUZEE B,
25406,1681786142107330,Some chaps will still vote mbu simanyi lawyer.. museveni ebitwe byamwe yabisiluwaza kwenkana ki? They will soon Even vote mwenda and sebagala for donning red berrets,
25411,274577061337,No wonder they didn't even touch him 😁😂,
25428,169252986456497,The Electoral Commission has allowed political aspirants to hold campaign meetings #NTVNews #UGDecides2021,
25432,1681786142107330,These are reasons why Andrew Mwenda wants to clean NUP. https://www.facebook.com/464197627458816/posts/729098057635437/,
25470,274577061337,Our children at home!,
25528,169252986456497,President Museveni has directed parliament to halt the processing of the NSSF Amendment Bill until he gives his guidance on midterm access of benefits. #NTVNews,
25546,274577061337,Guys don’t dismiss this young man’s advice,
25575,105583497196,Busia banks on Shs50b water project to end disease burden https://bit.ly/30BpKcv:=:https://www.monitor.co.ug/News/National/Busia-banks-on-Shs50b-water-project-to-end-disease-burden/688334-5605672-a9s8huz/index.html #MonitorUpdates,
25582,1486116641609917,PLEASE FOLLOW THIS PAGE 🤚🤚,
25583,274577061337,"**Rwanda's President Kagame Gives Rwandan Citizens Free Food, Electricity And Water Because Of Covid-19. Asks President Museveni To Do The Same For Ugandans.** ",
25592,274577061337,w'oliggwa wendiggwa; babano abagalana bafudde lunaku lumu,
25608,1681786142107330,Enjoy beautiful sounds a combination of cultural and western music instruments ,
25632,105583497196,Tobacco growers protest over non-payment of Shs1b https://bit.ly/3ik2AgY:=:https://www.monitor.co.ug/News/National/Tobacco-growers-protest-over-non-payment-of-Shs1b/688334-5605668-xjc800/index.html #MonitorUpdates,
25647,169252986456497,Zungulu; Abakyuuka okuva mu biibina babageraageranya ku motoka ya numberless #NTVNews,
25650,274577061337,When the guns go silent .... #UPDF receives #condoms worth two billion shillings The donation of the Fiesta brand of condoms in four flavours was delivered at UPDF’s Bombo Military Hospital. the donation is in appreciation to the UPDF for.. http://newz.ug/updf-receives-condoms-worth-two-billion-shillings/,
25652,169252986456497,Museveni akomye ku babaka ku bbago ku kitta vvu ky’abakozi #NTVNews,
25675,274577061337,"WELCOME TO THE LEGAL JUNGLE OF PEOPLE POWER MISSION 2021 REVOLUTION: PLEASE TAKE NOTICE Any Person Or Any Party In Uganda Or Abroad Who Haas Any Legal Issues Or Claim With N. U. P. Should Commence A Legal Application Or A Legal Action In The Uganda High Court, In Kampala And Serve N.U.P. With A Copy Of The Legal Claim At The Head Office In Kampala. THE REST IS HISTORY. https://www.facebook.com/MAPMEDIYA/videos/2259989374306741/",
25683,169252986456497,FDC efulumiza enaku z’okujjirayo foomu ku by’okukwatira ekibiina bendera #NTVNews #UGDecides2021,
25684,274577061337,"**""I Don’t See Any Leadership Qualities In Bobi Wine. He's Too Proud, Selfish And Hopeless."" Catherine Kusasira Is Against Bobi Wine For President.** ",
25690,129941485127407,The Dark Stage #Analysis Premiering This Friday 7th August 2020 on YouTube Tap the link below to view it yourself,
25694,169252986456497,"Ekibonerezo kya Abdallah Kitatta kikendeezeddwa, anatera okuva mu kkomera #NTVNews",
25695,105583497196,How can I chase my ambitions without offending others? https://bit.ly/33FWJyj:=:https://www.monitor.co.ug/Magazines/Jobs-Career/chase-ambitions-offending-others-principles-personality/689848-5605724-twsm6e/index.html #MonitorUpdates,
25708,169252986456497,Bannabyabufuzi baanukudde akakiiko k’ebyokulonda ku kusisinkana abalonzi #NTVNews #UGDecides2021,
25711,129941485127407,Aspiring candidates to seek Police clearance to hold campaign meetings ,
25725,1681786142107330,Aspiring candidates to seek Police clearance to hold campaign meetings ,
25740,1681786142107330,BOBI z the only hope,
25742,169252986456497,Abesimbyewo bakiriziddwa okusisinkana abantu abasaamusaamu #NTVNews #UGDecides2021,
25757,129941485127407,Kano nako Kakulu..Akayimba Kako mwemumanyi kyemulimpa...NUP Oyeee https://www.facebook.com/102461954847232/posts/135444364882324/,
25761,274577061337,Very sweet REVOLUTIONARY SONG! Artists at the front line of the People's Struggle... Keep it up and Cngratulations.,
25767,169252986456497,Akakiiko k’ebyokulonda kayise NUP ku by’obukulembeze #NTVNews #UGDecides2021,
25769,1681786142107330,Follow page,
25791,105583497196,Companies dominating Uganda’s coffee exports https://bit.ly/33G5HeX:=:https://www.monitor.co.ug/Business/Finance/Companies-dominating-Uganda-s-coffee-exports/688608-5605654-n06y2o/index.html #MonitorUpdates,
25793,169252986456497,Katikkiro wa Buganda Charles Peter Mayiga agamba nti ettoffaali lyakola kinene okuzzaamu abaganda essuubi n'okubalaga nti nabo basobola okwekolera ku bintu nga tebalinze buyambi kuva walala. #NTVNews,
25801,274577061337,A snake 🐍 is a snake 🐍even if it’s changes it’s colour,
25805,1681786142107330,No way,
25819,169252986456497,NTV Style Project,
25823,105583497196,Parliament queries Museveni’s Shs20b donation to teachers https://bit.ly/2Pyx3vf:=:https://www.monitor.co.ug/News/National/Parliament-queries-Museveni-s-Shs20b-donation-to-teachers/688334-5605762-guqfq8z/index.html #MonitorUpdates,
25829,1681786142107330,This interview from Besigye will hit hard those people power supporters who do not get it or the dictator...they have made all sorts of propaganda about besigye yet they have failed to even have a party or hold concerts.. the question is should we wait for them to understand the dictator?,
25846,274577061337,Ugandan sensational female artiste Sheebah Karungi has released a new music dubbed “Ninda”. checkout for the lyrics video here 👇👇👇👇👇👇👇,
25853,1681786142107330,Mission 2021 Just Unstoppable,
25869,274577061337,"“**Ugandans Should Learn To Feed Themselves, And Stop Disturbing Government In Times Of Crisis.” Said Minister Kirunda Kivejinja** ",
25876,1486116641609917,unexpected tlc chloe Look ... Look ... This boy has strange abilities #amazingvideos,
25900,105583497196,Bobi asks supporters to use red https://bit.ly/2DsPkHS:=:https://www.monitor.co.ug/News/National/Bobi-asks-supporters-to-use-red/688334-5605768-x1mvhpz/index.html #MonitorUpdates,
25910,129941485127407,"Uganda Prisons Services to Recruit 1,800 into it’s ranks ",
25919,1681786142107330,"Uganda Prisons Services to Recruit 1,800 into it’s ranks ",
25933,1486116641609917,"Hello all wonderful people here, I volunteer to work with Trinity Children's Foundation in Uganda.. We have an orphanage and a talents discovery and promotion sections of organization. We request for help from any generous person during this COVID-19 pandemic lockdown. We have run out of food and other necessities and your support could buy these for orphans in our orphanage home. Kindly click the link below to donate to support these awesome children. Blessings to you. ",
25936,129941485127407,"We Read together , the *Book* of Exodus 1: 8 -15 .",
25963,129941485127407,https://www.facebook.com/108621744062754/posts/170472414544353/?app=fbl,
25967,105583497196,Citizens seek to block EAC job recruitment over irregularities https://bit.ly/3kos3Yg:=:https://www.monitor.co.ug/News/National/Citizens-seek-to-block-EAC-job-recruitment-over-irregularities/688334-5605776-c2blwf/index.html #MonitorUpdates,
25968,129941485127407,Hehehehehe ......,
25975,274577061337,"2021: ‘#Kitatta will be out soon to terrorize ‘Opposition’ on behalf of #NRM’’- #Besigye The Court of Appeal on Friday reduced the jail term of former patron of Boda -Boda 2010, Abdullah Kitatta. This means that since Kitatta and his former bodyguard, Sowali Ngobi spent two years on remand, they now be in jail for......read more.. http://newz.ug/2021-kitatta-will-be-out-soon-to-terrorize-opposition-on-behalf-of-nrm-besigye",
25977,274577061337,NUP at thugery,
26029,274577061337,THE #KITONSAZ ARE BACK!!! Catch up with our new episode now. Did you know that>>>> #Zubedah was a widow hoo #Kitonsa has just got to know😲😲😲😲😲 Watch now and enjoy don't forget to subscribe to the channel https://youtu.be/cnKSW1-Y8CU #Shamimmayanja #Jajjabruce #Ecorp,
26065,274577061337,THE PROFILE OF A MAN THAT CAN BE ENTRUSTED WITH THE PRESIDENCY IN 2021. https://www.facebook.com/TheAllianceUganda/videos/723734301505049/,
26069,1486116641609917,Next president of Uganda,
26081,274577061337,Share...,
26103,105583497196,Isn’t it illegal to fire someone due to pregnancy? https://bit.ly/31xUkmA:=:https://www.monitor.co.ug/Magazines/Jobs-Career/-illegal-fire-pregnancy-financial-emotional-company/689848-5605732-t0jr0f/index.html #MonitorUpdates,
26115,105583497196,Do I need to know someone to get a job in a company? https://bit.ly/30BgyF1:=:https://www.monitor.co.ug/Magazines/Jobs-Career/-know-someone-job-company-social-media-marketability/689848-5605728-kt926n/index.html #MonitorUpdates,
26123,1681786142107330,Its the friday ride people,
26125,1681786142107330,"Baganda has a saying that goes... Ekiswaza amanyo (teeth) kuba kusesema! (Vomiting) gaba getenda nti gagayiza nyoo,, bwosesema osesemeramu nebilamba!",
26131,169252986456497,"Despite the COVID 19 Pandemic threat across the country, football life in Ntungamo district continues with more of administrative activities #NTVNews",
26150,274577061337,Pass on the message to him...#9 https://m.facebook.com/story.php?story_fbid=309124353530904&id=102261771158730,
26151,169252986456497,Rwandans caught breaking curfew or not wearing masks are being sent to stadiums in droves for all-night lectures on the dangers of coronavirus #NTVNews Read more 👉 https://zionly.io/Rwandan-COVID-punishment:=:https://www.ntv.co.ug/news/international/Rwandans-sent-to-late-night-lectures/4522060-5605750-ewei7d/index.html,
26163,274577061337,support this charity with any donation,
26167,169252986456497,"One of the major causes of poverty in Uganda is the issue of illicit financial outflows. To explain to us what this means, we were joined Allan Muhereza the Team Leader at Youth for Tax justice Network Uganda #NTVNews",
26193,169252986456497,"Property worth millions of shillings has been lost in a fire that gutted part of the industrial area in Nkono ward, Iganga municipality #NTVNews",
26202,274577061337,NRM not sleeping the excuses keep piling to find ways to get rid of NUP/PP. UPC red color NURT members never ascribed to NUP Etc Be aware they jntend to invade those offices like they did to FDC very soon. They don't sleep skimming to get rid of NUP/PP at all cost. But God up there is watch. WHEN THE REAL OPPOSITION EXISTS. UGANDANS WAKE UP!!!,
26205,1681786142107330,Interesting... Listen to Miria Matembe's analysis of the Bobi Wine Phenomenon. Very interesting!!!!,
26206,274577061337,Interesting... Listen to Miria Matembe's analysis of the Bobi Wine Phenomenon. Very interesting!!!!,
26221,169252986456497,"ICYMI; Filmmaker, Nana Kagga and Musician Cindy Sanyu share their thoughts on the recently proposed UCC regulations on the creative arts #MorningAtNTV #NTVNews",
26228,1681786142107330,Dr. Bitone Bitone,
26232,274577061337,Interesting... Listen to Miria Matembe's analysis of the Bobi Wine Phenomenon. Very interesting!!!!,
26249,641376452558640,Tomorrow. Saturday. 5PM. Twitter: @bookoclockudus. Don't miss it.😊,
26259,169252986456497,"The Uganda National Roads Authority has donated ambulances to Kween and Bukwo districts to facilitate in transporting people especially, pregnant women, during medical emergencies #NTVNews",
26263,105583497196,Uganda registers sixth COVID-19 death https://bit.ly/2DkJmZP:=:https://www.monitor.co.ug/News/National/Uganda-registers-sixth-COVID19-death-Mulago-Nateete/688334-5605658-14oq6w3/index.html #MonitorUpdates,
26275,1681786142107330,NOW THIS IS THE TIME... #WINNINGTEAM pp...SHARE vibe..,
26278,1681786142107330,https://www.facebook.com/phanerookampala/videos/972031866552559/,
26286,274577061337,You attention seeking journalist how come you are not challenging your NRM godfather? That's the question? UGANDANS WAKE UP!!!,
26290,169252986456497,Trade minister Amelia Kyambadde has urged government officials to adopt private-public partnerships in order to manage public business enterprises #NTVNews,
26303,1486116641609917,Some memories are here to last. Check out this great performance of Dear love by Alutondo Di - Badmon in dreamz club moyo. Please like our page.,
26316,754222691318709,Watch 'The Great Ruler' on Ugwatch http://ugwatch.com/watch-serie/the-great-ruler/,
26340,1681786142107330,Check out this great performance of Dear love by Alutondo Di - Badmon in dreamz club moyo. Please like our page.,
26346,169252986456497,ICYMI: An assessment of the new malaria testing kit with Dr Jimmy Opigo from the Ministry Of Health #MorningAtNTV #NTVNews,
26367,1681786142107330,Kindly inbox me on 0757816581 for orders and details we do delivery,
26373,274577061337,"Is Andrew Mwenda joining National Unity Platform Party, to destroy it ❓",
26393,274577061337,**TOO SAD: Our One Jose Chameleon Bedridden - Should We Conclude That It's Political Pressure?** ,
26395,1681786142107330,https://www.facebook.com/ladstexomart/ 🧺 Mobile Laundry anywhere Around Kampala . ✅ We get all Your Textiles done and delivered to you. 🏠 Stay home and let’s deliver for u,
26398,169252986456497,Nominations for NRM aspirants at various positions will commence tomorrow at the Party electoral commission offices in Kampala #NTVNews #UGDecides2021,
26408,274577061337,LIGHTNING STRIKES TWICE FOR TANZANIAN MINER.,
26429,169252986456497,The Electoral Commission has allowed for what they are calling campaign meetings as mass rallies remain banned #NTVNews #UGDecides2021,
26439,1681786142107330,https://www.facebook.com/ladstexomart/ 🧺 Mobile Laundry anywhere Around Kampala . ✅ We get all Your Textiles done and delivered to you. 🏠 Stay home and let’s deliver for u,
26452,1681786142107330,the struggle continues,
26459,1681786142107330,BAGS! BAGS!,
26467,169252986456497,ICYMI: Faith Lumonya from SEATINI was kind enough to feature on #MorningAtNTV in a discussion on the survival of SMEs during the COVID-19 era #NTVNews,
26501,274577061337,"WELCOME TO THE LEGAL JUNGLE OF PEOPLE POWER MISSION 2021 REVOLUTION: PEOPLE POWER SHOULD WAKE UP TO M7 FOOLERY. THIS MWENDA IS SENT TO DISORGANISE NUP FROM INSIDE BY THE REGIME AND HE IS PAID BIG MONEY TO DO JUST THAT. HE IS GOING TO HUMILIATE ""PEOPLE POWER AND NUP"" BEFORE HE LEAVES. SO BE VERY CAREFUL INDEED. ""OMUSOTTA GUYINGIDDE!"" IT'S THE END GAME - IT'S THE DO OR DIE GRAND FINALE. https://www.facebook.com/nilepostnews/videos/1201562233554915/",
26503,129941485127407,https://www.facebook.com/ladstexomart/ 🧺 Mobile Laundry anywhere Around Kampala . ✅ We get all Your Textiles done and delivered to you. 🏠 Stay home and let’s deliver for u,
