,id,text,category,label
1129,4228,Abalina ebyafaayo ku Ssaawa ya Queen boogedde ku by’okugikyusa #NTVNews,Editorial,
1130,4229,..,Organic,
1131,4230,Buamukama or Bya shaitwani,Organic,
1132,4231,Any lesson?,Organic,
1133,4232,Only if you have Acoli Poetic lenses. A poem on the politics of NRM's CEC,Organic,
1134,4233,"Two massive explosions rock Beirut, killing and wounding dozens",Organic,
1135,4234,...,Organic,
1136,4235,"Wooww LOOK .. .. What? - - Look ... Look ... Oklahoma Highway Patrol Performed Pit On Pursuit Vehicle, But Watch What Happens #amazingvideos",Organic,
1137,4236,"Beirut in tears, millions dead in explosion See full video",Organic,
1138,4237,"Watch video he full mix https://youtu.be/8JIxplY0STE Download audio mixes https://hearthis.at/dj-uzi-banx/#redirect Best Nonstop to Africa 2020 ft bongo,gengetone, hip hop,love,naija afrobeats,gospel,South African music 2020 etc 👇👇👇👇 https://drive.google.com/file/d/13CRCZIalc2aiaQt1vSKibIDcv49QoZzs/view Download this app to download audio and videos on YouTube👇👇👇👇👇👇 https://www.videoder.com I'm on Instagram as @deejayuzibanx. Install the app to follow my photos and videos. https://www.instagram.com/invites/contact/?i=3ytzfuwpvu5z&utm_content=2kaza7d",Organic,
1139,4238,https://www.facebook.com/KingOfsKitsQmok/videos/209940627076719/?app=fbl,Organic,
1140,4239,You will love these kids trust me..Bobi yaliko for sure. https://www.facebook.com/groups/1433796053544772/permalink/2694269980830700/,Organic,
1141,4240,Equity finance: Financing option for small businesses https://bit.ly/31ljoNP:=:https://www.monitor.co.ug/Business/Prosper/Equity-finance-Financing-option-small-businesses-World-Bank/688616-5603696-tk1myiz/index.html #MonitorUpdates,Editorial,
1142,4241,"The Speaker of Parliament, Rebecca Kadaga has pledged to look into the concerns of artistes regarding a new list of regulations for the arts industry #NTVNews",Editorial,
1143,4242,MTN plans to sell shares through mobile money https://bit.ly/3i5mc8h:=:https://www.monitor.co.ug/Business/Prosper/MTN-plans-sell-shares-mobile-money-regulator-government/688616-5603730-qsbh33z/index.html #MonitorUpdates,Editorial,
1144,4243,What part will politicians play in keeping crowds at bay to avoid spreading the infection of COVID-19 #NTVNews,Editorial,
1145,4244,To Yoweri & Janet,Organic,
1146,4245,How money limits your true identity https://bit.ly/39UXtRf:=:https://www.monitor.co.ug/Business/Prosper/-money-limits-true-identity-risks-rent-job-depression-/688616-5603724-2niwhw/index.html #MonitorUpdates,Editorial,
1147,4246,"YET ANOTHER COURT CASE AGAINST TRUMP BY NEIL YOUNG FOR PLAYING HIS MUSIC AT HIS RALLIES WITHOUT HIS PERMISSION . PARENTS OF TWO KIDS, ONE BLACK AND THE OTHER WHITE, WHO WERE CAUGHT IN A FAMOUS VIDEO RUNNING OVER TWENTY METRES TO EMBRACE EACH OTHER, WERE ALSO SO UPSET THAT TRUMP REPOSTED THE VIDEO ON SOCIAL MEDIA, SAYING WHITE PEOPLE ARE NOT RACIST. THEY ARE ALSO TAKING TRUMP TO COURT.",Organic,
1148,4247,https://nilepost.co.ug/2020/08/04/ugandas-simi-mobile-launches-africas-first-temperature-measuring-smartphone/,Organic,
1149,4248,"State Minister for Lands Persis Namuganza has lifted the lid on the NRM’s older members saying that if they do not accept the younger blood, it could collapse the party #NTVNews",Editorial,
1150,4249,How First Class Statistician reaps from salt packaging https://bit.ly/31nP8Su:=:https://www.monitor.co.ug/Business/Prosper/-First-Class-Statistician-salt-packaging-Covid19-Jinja-Town/688616-5603712-ace1gb/index.html #MonitorUpdates,Editorial,
1151,4250,The Democratic Party is set for its delegates’ conference next week as they prepare for the coming election in 2021 #NTVNews,Editorial,
1152,4251,Yaya Yaya God,Organic,
1153,4252,WALAI WALAI FENNA👇👇💪💪,Organic,
1154,4253,Making money via video conferencing https://bit.ly/33we5xo:=:https://www.monitor.co.ug/Business/Prosper/Making-money-video-conferencing-Google-Meet-Zoom/688616-5603682-3twuhl/index.html #MonitorUpdates,Editorial,
1155,4254,Artistes: Don’t be cheated https://bit.ly/3gsAeAB:=:https://www.monitor.co.ug/Business/Prosper/Artistes-cheated-Intellectual-Property-data-inventions/688616-5603688-q29c6f/index.html #MonitorUpdates,Editorial,
1156,4255,Uganda Peoples' Congress (UPC) has protested the use of the red colour by the newly revamped National Unity Platform (NUP) #NTVNews,Editorial,
1157,4256,UPC and EC which one is your color.,Organic,
1158,4257,"WHAT RUBBISH!!!! TOTAL GARBAGE!!!!! MBU Opinion Poll.... Ugandans should not pay any attention to this CRAP. These are the usual Museveni apologists, who work in cahoots with the much-hated, wasted and stale Museveni regime in the run up to every Ugandan election, in a bid to rig and falsely the election outcome. This time round, Ugandan citizens are awake and alert, and they will not accept the results of a rigged elections. Let these quack pollsters go to hell!!!!! You can fist on Museveni's stolen cash, but the People of Uganda will emerge Victor's, and they will defend that Victory in a manner never seen before in Uganda. The Struggle Continues",Organic,
1159,4258,"WHAT RUBBISH!!!! TOTAL GARBAGE!!!!! MBU Opinion Poll.... Ugandans should not pay any attention to this CRAP. These are the usual Museveni apologists, who work in cahoots with the much-hated, wasted and stale Museveni regime in the run up to every Ugandan election, in a bid to rig and falsely the election outcome. This time round, Ugandan citizens are awake and alert, and they will not accept the results of a rigged elections. Let these quack pollsters go to hell!!!!! You can fist on Museveni's stolen cash, but the People of Uganda will emerge Victor's, and they will defend that Victory in a manner never seen before in Uganda. The Struggle Continues",Organic,
1160,4259,Hahaha Mujooga basajja mwe 😂😂 wabula NRM 😂,Organic,
1161,4260,Hahaha Mujooga basajja mwe 😂😂 wabula NRM 😂,Organic,
1162,4261,When Democracy can usher in incompetent leaders.🤣🤣 https://m.facebook.com/story.php?story_fbid=10218311810447177&id=1249025241,Organic,
1163,4262,Parliament has passed a bill allowing five new representatives for the elderly in the 11th parliament. The representatives must be above 60 years with at least two of them being women #NTVNews,Editorial,
1164,4263,😍😍😍,Organic,
1165,4264,Hahaha....my ribs.😂😂🙌🙌 Mbu this is why NRM Candidates campaign with crowds😂,Organic,
1166,4265,"Two massive explosions rock Beirut, killing and wounding dozens",Organic,
1167,4266,Lack of UHRC chair curtails justice #MonitorUpdates,Editorial,
1168,4267,"Today being Nubian Li's birthday, this must have been such a cool BD 'gift' for him, considering that he is the Team Leader of the Coordinators for Arts and Entertaiment in the National Unity Platform. 💪 #PeoplePower",Organic,
1169,4268,NUP eyanjudde banakatemba nabayimbi,Organic,
1170,4269,New party NUP has history of FDC to learn from #MonitorUpdates,Editorial,
1171,4270,"Deaths, injuries as large blast rocks #Lebanese capital #Beirut Dramatic footage shows smoke billowing from the port area shortly before an enormous fireball explodes into the sky and blankets the city in a thick mushroom cloud. ...read more... http://newz.ug/deaths-injuries-as-large-blast-rocks-lebanese-capital-beirut/",Organic,
1172,4271,"HOT VIDEO: Yaa Jackson Mistakenly Uploaded Her “crazy bedroom” video; From Camera Roll to Snapchat, Shows full Assert",Organic,
1173,4272,Bbnaija-2020-kaisha-receives-first-strike-fined-by-biggie,Organic,
1174,4273,https://youtu.be/lkNTvvPuE7c,Organic,
1175,4274,"No transport, no registration fee. Just register, sing as you record yourself, send us your video and win 50k every Friday starting 24th August. Register now before 10th via our WhatsApp 0794111305",Promotional,
1176,4278,Kato Lubwama oluvudde mu ddwaliro atuukidde mu balonzi #NTVNews,Editorial,
1177,4279,So scaring,Organic,
1178,4280,Omusajja alumbye omukazi eyamulekawo n’amutema #NTVNews,Editorial,
1179,4281,Mu ddwaliro lye Minani beediimye lwa musaala #NTVNews,Editorial,
1180,4282,COVID-19: Ab’ebyobulamu balabudde ku nneeyisa ya bannabyabufuzi #NTVNews,Editorial,
1181,4283,AKABENJE E FORT PORTAL: Sipiika yeeyamye okulabirira abaatomeddwa #NTVNews,Editorial,
1182,4284,Ab’akakiiko k’ebyokulonda balabudde NUP ku langi gy’ekozesa #NTVNews,Editorial,
1183,4285,"ABABAKA B’ABAKADDE: Palamenti eyisizza ebbago, 2 bakazi, 3 basajja #NTVNews",Editorial,
1184,4286,"Sipiika asisinkanye bannakatemba, bamubuulidde ebibanyiga #NTVNews",Editorial,
1185,4287,Abakyala abakunukkiriza mu bina ababadde bakungaanidde ku munisipaali ye Njeru beesaze akajegere nga entabwe eva ku nsimbi za Myoga. #NTVNews,Editorial,
1186,4288,"Pulezidenti w’ekibiina ki Democratic Norbert Mao ategezezza nga bwebasuubira okubeera nettaba miruka w'ekibiina wiiki egya mukawefube wekwetegekera okulonda olukiiko olufuzi olwokuntiko, nokubako okusalawo okwenjawulo kwebakola ku nzirukanya y'ekibiina #NTVNews",Editorial,
1187,4289,Baddeereva ba mmotoka z’empaka balaze obweralikirivu olw'emmotoka z'aabwe okutandika okwonooneka olw'ebbanga lwezimaze nga zitudde olw'omuggalo. #NTVNews,Editorial,
1188,4290,Abalina ebyafaayo ku Ssaawa ya Queen boogedde ku by’okugikyusa #NTVNews,Editorial,
1189,4291,Pamela Kanyarutoke Loosefelt and artist’s marriage of intellect as well as handiwork #MonitorUpdates,Editorial,
1190,4292,We are Ugandans ......and at one point...we can thick at the same. Line# thanks Bebe cool Vote Bobi 2021.... Mission 2021,Organic,
1191,4293,Happy Birthday Nubian Lee,Organic,
1192,4294,LIVE | ENTEBBE EWOOMA,Organic,
1193,4295,https://youtu.be/Biv-KV6bndA,Organic,
1194,4296,Costly fish feeds sinks farmers in huge losses #MonitorUpdates,Editorial,
1195,4297,"**""I Am The Most Expensive Female Artiste, I Don't Buy My Clothes In Uganda, Only In Dubai."" Angella Katatumba Continues To Show Off.**",Organic,
1196,4298,Where is the 87 billion?,Organic,
1197,4299,Mission 2021 Kyagulanyi for president Akabonero umbrella ☂️☂️☂️,Organic,
1198,4300,DP delegates conference to take place in 22 places simultaneously READ: https://bit.ly/3k8qbml:=:https://www.newvision.co.ug/news/1523999/dp-delegates-conference-22-simultaneously | #VisionUpdates,Editorial,
1199,4301,Whatever is borrowed in the dry season is paid up during the planting season.,Organic,
1200,4302,Discount 5k discount code for first time Jumia products purchase JF3ce0 using your app..,Promotional,
1201,4303,"**Fans Accuse Spice Diana Of Becoming Arrogant, Disrespectful And Proud.**",Organic,
1202,4304,ឆុយដោះស្អាត,Organic,
1203,4305,This was awise move.,Organic,
1204,4306,"Kibwetera will die in January ,the witch predicted.",Organic,
1205,4307,We are kindly requesting for your help,Organic,
1206,4308,Production of alcohol in sachets on despite ban #MonitorUpdates,Editorial,
1207,4309,N.U.P etabuse,Organic,
1208,4310,"Used to kill people now is the next ,now five months.",Organic,
1209,4311,Spain and Real Madrid legend Casillas retires #NTVNews Read More 👉 https://zionly.io/Casillas-retires-:=:https://www.ntv.co.ug/news/sports/Spain-and-Real-Madrid-legend-Casillas-retires/4522368-5603878-xl0ltq/index.html,Organic,
1210,4312,"The easiest way to earn Bitcoins? Just change your browser to CryptoTab and receive payments to your balance every 10 minutes. You will get BTC for simply using it, even if just having CryptoTab browser window open. It takes less than 1 minute to start earning. So, click the picture, download the app and start earning bitcoin -",Promotional,
1211,4313,2021: A sneak peek into Museveni’s 6th term bid #MonitorUpdates,Editorial,
1212,4314,We are not bothered by defectors - NRM #MonitorUpdates,Editorial,
1213,4315,https://youtu.be/f9lddu2HCFY,Organic,
1214,4316,FDC postpones nomination for party presidential aspirants #MonitorUpdates,Editorial,
1215,4317,NAYE KABAKO MULAMU OOBA ALINA EKIKYAMU KUBWONGO?? VIDEO: > 👇 https://youtu.be/Sg9CeHTbgDM < 👇,Organic,
1216,4318,"Churches, mosques list standards for reopening #MonitorUpdates",Editorial,
1217,4319,Records are made but this has made it.For me I call him all the time scorer.,Organic,
1218,4320,Try it out,Organic,
1219,4321,"BEST TIPS FOR ONLINE RELATIONSHIP, Keep it strong💪 💘💖 work.",Organic,
1220,4322,"Please vote for my sister by liking, commenting and sharing this video. Thanks",Organic,
1221,4323,The day of judgement we shall know them,Organic,
1222,4324,https://youtu.be/7EzHnjlouNI please subscribe and enjoy our movies,Organic,
1223,4325,HE NAILED IT HIMSELF,Organic,
1224,4326,Makerere lecturer develops tick vaccine #MonitorUpdates,Editorial,
1225,4327,👉👉🔥UP🔥,Organic,
1226,4328,MESSAGE IN A BOTTLE FOR SEVERINO KAHINDA OTAFIRE,Organic,
1227,4329,Nsereko twogwayo.... Just asking.....,Organic,
1228,4330,Great! The last scene is better than watching the magic,Organic,
1229,4331,"Minister of State for Tourism, Godfrey Kiwanda Ssuubi has outlined five impressive qualities favoring him the most as the candidate of choice for the National Resistance Movement (NRM) party National Vice Chairperson for Central Region. He said his 20 years leadership experience is a testimony of excellent track record, ideology, integrity, experience, self driven zeal and hope for the nation. Full story👇🏽👇🏽",Organic,
1230,4332,"Please vote for my sister by liking, commenting and sharing this video. Thanks.",Organic,
1231,4333,"Please vote for my sister by liking, commenting and sharing this video. Thanks.",Organic,
1232,4334,"Zimbabwean President Emmerson Mnangagwa on Tuesday warned he would ""flush out"" political opponents as rights groups reported dozens of activists had been arrested in a crackdown #NTVNews Read more 👉 https://zionly.io/Zimbabwe-pres:=:https://www.ntv.co.ug/news/international/Zimbabwean-leader-/4522060-5603814-5fdrpmz/index.html",Editorial,
1233,4335,Benefits of Drinking Water on an Empty Stomach.,Organic,
1234,4336,https://youtu.be/Biv-KV6bndA,Organic,
1235,4337,"**Spice Diana Attacked By Fans Over Calling Them ""Mivumba Fashionistas"" - Not Ready To Apologize**",Organic,
1236,4338,"Wedding costs have become an uphill task to climb for many in Africa, especially, the youth. Are expensive weddings a good idea? Is an African traditional wedding not enough? Let us know what you think.",Organic,
1237,4339,"Wedding costs have become an uphill task to climb for many in Africa, especially, the youth. Are expensive weddings a good idea? Is an African traditional wedding not enough? Let us know what you think.",Organic,
1238,4340,"Wedding costs have become an uphill task to climb for many in Africa, especially, the youth. Are expensive weddings a good idea? Is an African traditional wedding not enough? Let us know what you think.",Organic,
1239,4341,This is Akwaeke Emezi's third offering and we are so excited about their book. Congrats Akwaeke Emezi! Find out more here:,Organic,
1240,4342,"The ninth edition of the Rotary Cancer Run is to be held virtually on 30th August this year, due to the ban on mass gatherings. #NTVNews",Editorial,
1241,4343,"How did you ""accidentally"" praise Janet Kataaha Museveni when.....",Organic,
1242,4344,"Display of INCOMPETENCY by good-for- nothing Uganda police!! 🤣🤣🤣one person without guns and you carry a whole BATTALION of pilice on taxpayers money. Scratch your heads, get sleepless nights, let your shadows chase that you run hunting for what you don't know. UGANDANS WAKE UP!!!",Organic,
1243,4345,Another political aspirant has come forward to petition the attorney general in the hope of overturning regulations that called for a virtual campaign. #NTVNews,Editorial,
1244,4346,https://www.facebook.com/109657110760948/posts/164967138563278/?app=fbl,Organic,
1245,4347,Govt impounds 80 trucks with raw minerals from Karamoja #MonitorUpdates,Editorial,
1246,4348,Kijja kugwa,Organic,
1247,4349,NRM party delegates hoping to attend Mike Mukula’s campaign meeting in Tororo were yesterday left disappointed after they were turned away from the venue by police. #NTVNews,Editorial,
1248,4350,#peoplepowerasili #UgVotes2021 #PPAugBlog ©Full article: https://www.peoplepowerasili.wordpress.com,Organic,
1249,4351,"Iam so mad, this is unacceptable!. It's not feminism, no matter the situation, one should ever feel it's okay to treat another human as less. RIP",Organic,
1250,4352,I have blocked her,Organic,
1251,4353,Let's summon the purpose of Bizonto comedy once again,Organic,
1252,4354,Tired of Wasting time posting all day on social media sites and not getting any leads?? You can either let them win or fight back. Find out how: [https://25dollar1up.com/capture4.php?user=bahene](https://25dollar1up.com/capture4.php?user=bahene),Promotional,
1253,4355,Wuno Alese bwino Abootode ebyama Ani Yata aBantu e Kanungu,Organic,
1254,4356,https://www.facebook.com/102616044852623/posts/130891195358441/?app=fbl,Organic,
1255,4357,https://www.facebook.com/102616044852623/posts/130891195358441/?app=fbl,Organic,
1256,4358,NRM planted Namanya Naboth in Rubabo Constituency to destablise FDC primaries,Organic,
1257,4359,https://www.facebook.com/102616044852623/posts/130891195358441/?app=fbl,Organic,
1258,4360,Bobi Wine: People Power has no spies,Organic,
1259,4361,Brooding Set-up: why it must be done properly,Organic,
1260,4362,https://youtu.be/J2zhND9nOMs,Organic,
1261,4363,https://youtu.be/TxkdBfNPP6I,Organic,
1262,4364,Basajja Mivule kimulidde,Organic,
1263,4365,Basajja Mivule kimulidde,Organic,
1264,4366,Basajja Mivule kimulidde,Organic,
1265,4367,https://youtu.be/TxkdBfNPP6I,Organic,
1266,4368,"Gen #Kyanda praises #LDU’s for the job well-done The Chief of Staff Land Forces of the Uganda the UPDF, Maj Gen Leopold Kyanda has thanked the LDU’s for the commendable work they have done in....read more... http://newz.ug/gen-kyanda-praises-ldus-for-the-job-well-done/",Organic,
1267,4369,T,Organic,
1268,4370,W,Organic,
1269,4371,Y,Organic,
1270,4372,NTV BIZ: Mbale city is at the tail end of a new project to a better power supply to the tune of 11 million dollars that will see Mbale and surrounding districts have reliable power supply partly in support of the fledgeling industrialisation in the area. #NTVNews Click 👇👇,Editorial,
1271,4373,Few people will share this but its very important,Organic,
1272,4374,https://youtu.be/T78gLWHaMn4,Organic,
1273,4375,The acting Chief Justice Alfonse Owiny Dollo has opened a special session of the court of appeal to clear 40 Criminal cases within one month. #NTVNews,Editorial,
1274,4376,"Row between NUP, UPC over red colour deepens https://bit.ly/30qwyK0:=:https://www.monitor.co.ug/News/National/Row-NUP-UPC--red-colour-deepens-Akena-Bobi-Wine/688334-5603660-10bsvpxz/index.html #MonitorUpdates",Editorial,
1275,4377,Indian Kashmir under curfew ahead of 'black day' anniversary https://bit.ly/39TWZe5:=:https://www.monitor.co.ug/News/World/Indian-Kashmir-curfew-black-day-anniversary-Modi-Srinagar/688340-5603580-3xmi29/index.html #MonitorUpdates,Editorial,
1276,4378,How could you do this ....!?,Organic,
1277,4379,TikTok lovers rage against Trump threat of US ban. #NTVNews Full story here 👇👇,Editorial,
1278,4380,#Uganda exports a record 5m coffee bags; set to overtake #Ethiopia as Africa’s leading #coffee exporter Uganda strengthened her position as Africa’s top coffee exporter with a record 5.06 million (60kg) bags in the financial year 2019/20.Export earnings also reached an all- time new level of ugx. 1.8 trillion...read more.. http://newz.ug/uganda-exports-a-record-5m-coffee-bags-set-to-overtake-ethiopia-as-africas-leading-coffee-exporter/,Organic,
1279,4381,"Oh Good God of Heaven and Earth, why have you forsaken your Ugandan Children? We Pray to thee Lord to save our Country from the Scourge of Terror. A morning Lamentation by Dr Vincent Magombe, Secretary Free Uganda (FU) Leadership Committee and Press Secretary FU - 04/08/2020 Uganda is officially A STATE OF TERROR LED BY A GROUP OF EVIL-MINDED, ANTI-PEOPLE TERROR GANGS. And the Chief Terroriser is a man called Yoweri Museveni. All the acts of terror are being done in his name and at his pleasure - JUST SO HE AND HIS FAMILY AND RELATIVES CAN STAY IN STATE HOUSE FOR LIFE!!!!!! Why on earth would you arrest, torture, harass, kill and dehumanise a country's citizens??????? Why arrest, torture and dehumanised a country's JOURNALISTS, COMEDIANS, MUSICIANS.... for doing their job?????? The other day it was Bizonto comedians.... Now it is presenters, editors and producers at BABA broadcasting.... Innumerable musicians have also fallen victim of the Museveni Terror Gangs.... But Museveni's political opponents, pro-democracy activists and campaigners have bore the brunt of Museveni""s Terror Machine.... Even simple civilians have been victimised for supporting politicians of their choice.... OMG, WHEN WILL THIS END?????????? When will the pain of Ugandans subside????????? When will the sunrise come home with a gift of joy and peaceful existence?????? WHEN WILL MUSEV3NI LEAVE UGANDANS ALONE AND IN PEACE? Oh Good God of Heaven and Earth, to YOU we pray. The Struggle Continues",Organic,
1280,4382,"Uganda, don't worry!",Organic,
1281,4383,"Oh Good God of Heaven and Earth, why have you forsaken your Ugandan Children? We Pray to thee Lord to save our Country from the Scourge of Terror. A morning Lamentation by Dr Vincent Magombe, Secretary Free Uganda (FU) Leadership Committee and Press Secretary FU - 04/08/2020 Uganda is officially A STATE OF TERROR LED BY A GROUP OF EVIL-MINDED, ANTI-PEOPLE TERROR GANGS. And the Chief Terroriser is a man called Yoweri Museveni. All the acts of terror are being done in his name and at his pleasure - JUST SO HE AND HIS FAMILY AND RELATIVES CAN STAY IN STATE HOUSE FOR LIFE!!!!!! Why on earth would you arrest, torture, harass, kill and dehumanise a country's citizens??????? Why arrest, torture and dehumanised a country's JOURNALISTS, COMEDIANS, MUSICIANS.... for doing their job?????? The other day it was Bizonto comedians.... Now it is presenters, editors and producers at BABA broadcasting.... Innumerable musicians have also fallen victim of the Museveni Terror Gangs.... But Museveni's political opponents, pro-democracy activists and campaigners have bore the brunt of Museveni""s Terror Machine.... Even simple civilians have been victimised for supporting politicians of their choice.... OMG, WHEN WILL THIS END?????????? When will the pain of Ugandans subside????????? When will the sunrise come home with a gift of joy and peaceful existence?????? WHEN WILL MUSEV3NI LEAVE UGANDANS ALONE AND IN PEACE? Oh Good God of Heaven and Earth, to YOU we pray. The Struggle Continues",Organic,
1282,4433,GUNDI TOSUBWA JEZEBEL TUMUTWALA OBUGERE TEBULINYA,Organic,
1283,4384,The Speaker of Parliament Rebecca Kadaga says the new counties that have been created in the recent past come from a demand by the people. #NTVNews,Editorial,
1284,4385,EXPLAINER: How far has COVID-19 moved in Uganda? Detailed report 👇👇,Organic,
1285,4386,"Whether it's true or not that's not a threat to the old man with a hat because it will not be the first time for the kingdom to do so. It's no secret, they have all long been supporting KB especially during Katikkiro Mulika's time but their efforts did not help him win. We all saw that big key with FDC colour the king used to open the new year door in his Lubiri end of year celebrations. Even Cbs-fm is very well known for hosting opposition politicians who are very hostile to our President. I will never forget Ssemuju Nganda's reckless statement when he said was to slaughter a chicken for every UPDF soldier that would be killed by Alshabab militants. Despite all their efforts to make Museveni and his government hated, majority of Ugandans have remained adamant and supported him.",Organic,
1286,4387,"Whether it's true or not that's not a threat to the old man with a hat because it will not be the first time for the kingdom to do so. It's no secret, they have all long been supporting KB especially during Katikkiro Mulika's time but their efforts did help him win. We all saw that big key with FDC colour the king used to open the new year door in his Lubiri end of year celebrations. Even Cbs-fm is very well known for hosting opposition politicians who are very hostile to our President. I will never forget Ssemuju Nganda's reckless statement when he said was to slaughter a chicken for every UPDF soldier that would be killed by Alshabab militants. Despite all their efforts to make Museveni and his government hated, majority of Ugandans have remained adamant and supported him.",Organic,
1287,4388,"Whether it's true or not that's not a threat to the old man with a hat because it will not be the first time for the kingdom to do so. It's no secret, they have all long been supporting KB especially during Katikkiro Mulika's time but their efforts did not help him win. We all saw that big key with FDC colour the king used to open the new year door in his Lubiri end of year celebrations. Even Cbs-fm is very well known for hosting opposition politicians who are very hostile to our President. I will never forget Ssemuju Nganda's reckless statement when he said was to slaughter a chicken for every UPDF soldier that would be killed by Alshabab militants. Despite all their efforts to make Museveni and his government hated, majority of Ugandans have remained adamant and supported him.",Organic,
1288,4389,https://www.facebook.com/274677256475989/posts/642673859676325/,Organic,
1289,4390,"In just under 10 years, Uganda’s Parliament has expanded with over 150 members. On average each MP receives a monthly pay of 25 million shillings on top of other perks. What impact does this have on the taxpayer? #NTVNews Full analysis here 👇👇",Editorial,
1290,4391,President Museveni has raised his presidential pledge to private school teachers from Ushs 2 billion to Ushs 22 billion. #NTVNews,Editorial,
1291,4392,Listen carefully aba NRM,Organic,
1292,4393,Remote customer service is a necessary adoption for all businesses #MonitorUpdates,Editorial,
1293,4394,Aya baas,Organic,
1294,4395,Mwasuze Mutya | Keeping your teeth healthy,Organic,
1295,4396,Big congrats to Samuel Ugbechie.,Organic,
1296,4397,"City traders doing business in arcades under their umbrella, The New Generation traders Association say they are not happy about the arrest of their chairperson John Kabanda shortly after an incident with his landlord last week. #NTVNews",Editorial,
1297,4398,"Change of modus operandi in all covert operations to take out Kabaka, Bobi Wine, Kenzo, Key opposition activists, and all tagged business personnel… Plot by Muhoozi’s Commando unit to cause terror and mayhem amid election campaigns to enforce a state of emergency and cancel elections to buy them time… A new hit squad to eliminate Fred Lumbuye was launched after the first one was exposed; this is still organized and handled by Elly Tumwine. Muhoozi’s SFC-commando unit to lynch schools immediately they re-open as part of their plans to cause terror… Border districts and all slums in Kampala to be weaponized with either cholera or ebola in the coming months to deter campaigns should the dictator fail to stop Bobi wine from appearing on the ballot paper.",Organic,
1298,4399,"Change of modus operandi in all covert operations to take out Kabaka, Bobi Wine, Kenzo, Key opposition activists, and all tagged business personnel… Plot by Muhoozi’s Commando unit to cause terror and mayhem amid election campaigns to enforce a state of emergency and cancel elections to buy them time… A new hit squad to eliminate Fred Lumbuye was launched after the first one was exposed; this is still organized and handled by Elly Tumwine. Muhoozi’s SFC-commando unit to lynch schools immediately they re-open as part of their plans to cause terror… Border districts and all slums in Kampala to be weaponized with either cholera or ebola in the coming months to deter campaigns should the dictator fail to stop Bobi wine from appearing on the ballot paper.",Organic,
1299,4434,Oyo yewaffe kati mbu bino simanyu stella mwanzi tetwagala kumanya,Organic,
1300,4435,come comment nze siyogelawo awo,Organic,
1301,4436,In just under 10 years Uganda’s Parliament has expanded with over 150 members. On average each MP receives a monthly pay of 25 million shillings on top of other perks. #NTVNews,Editorial,
1302,4437,NECK OF THE WOODS - Paul Lam-Kilama Oscar Mbaziira L.S. Guduza Khalid Muccadam Clay Ujanga Betty Segers,Organic,
1303,4438,"City traders doing business in arcades under their umbrella, The New Generation traders Association say they are not happy about the arrest of their chairperson John Kabanda shortly after an incident with his landlord last week #NTVNews",Editorial,
1304,4466,Enjoy the melodious message,Organic,
1305,4400,"A must read story😢😢😢 A principal🛂 caught two 👬students💑 having sex👉👌 in the toilet🚪 and call📞 them to his office💺💻 principal: 🗿I will start with👉 you boy👮 Boy:👮 I'm sorry 🙏it won't happen again🙇 principal: 🗿where are your parents?👳👰 Boy: 👮they passed 🙊away when am still👧 young😪 principal:🗿 ok, get out and🙈 call the 👩girl in.....(he did as requested💪....here is the conversation)💭 Girl: 👩am sorry sir🙏 principal: 🗿where are your parents?👳👰 Girl: 👩they are at home🏡 principal: 🗿I want u 😨to call 📞them for me🙅 Girl:👩 sir please🙇 don't call for them👳👰 principal:🗿 what would you do👉 for me💪 Girl:👩 anything sir😭😷 principal:🗿 I want to fuck👉👌 u right now💏 Girl:🗿 not now am in pain😥😭 principal:🗿 OK tomorrow🌃, lets meet at newton's hotel🏨, understood?🚧 Girl:👩 yes sir!💃 🙏Don't stop🙆 reading,📖💬 God: 😁today I'm just missing🙇 my children👥 Satan:👹 Which children😠😬 God:😁 that one 👉who is reading📖 Satan:👹 hahaha😱 they will never🙅 like you😨 God: 😁They do, 💪I trust them all😘 Satan:👹 they don't love💔you😬 God:😁 are you sure?🙋 Satan:👹 yes they love me💋💕💞 God:😁 ok, lets me notice my love💘💓ones✌✌ Satan:👹 lets see👀 mine will scroll down💪without🙊 like👍 and comment📠 God:😁 mine will comment📝; ""4GIVE ME LORD 🙏🙏I’M A SINNER!!!🙇 PLEASE SHARE TO ONLY 5 FACEBOOK GROUPS",Organic,
1306,4401,The National Resistance Movement has today closed the picking of nomination and expression of interest forms for members interested in contesting for various positions. #NTVNews,Editorial,
1307,4402,Why Uganda’s Covid death toll is rising #MonitorUpdates,Editorial,
1308,4403,"Hello friends, the deadline is today at 5pm, let's keep sharing,liking and commenting on my video. That way, you will have successfully voted for me. Let's share widely🙏 Let's win together💪",Organic,
1309,4404,"Hello friends, the deadline is today at 5pm, let's keep sharing,liking and commenting on my video. That way, you will have successfully voted for me. Let's share widely🙏 Let's win together💪",Organic,
1310,4405,Level after level after level,Organic,
1311,4406,Entekateka z'okulonda abakulembeza b'abavubuka,Organic,
1312,4407,"#Magufuli bans WhatsApp, Facebook Protests & demonstration the new rules also make it possible for people to be prosecuted for what they write on a shared instant messaging platform, such as a WhatsApp group....read more.. http://newz.ug/magufuli-bans-whatsapp-facebook-protests-demonstration/",Organic,
1313,4408,https://www.facebook.com/mukisa.brenda.756/videos/1460860174100159/,Organic,
1314,4409,Ec of uganda if it's taken to courts for gazetting color will pay 30bilion dollars to Egyptian who were the first historical starters of red color,Organic,
