Page Name,User Name,Facebook Id,Likes at Posting,Created,Type,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Total Interactions,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Ministry of Health- Uganda,minofhealthUG,767949523254855,175816,2020-08-16 18:18:44 EAT,Status,1083,451,157,3,14,86,78,10,0,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3401429636573484,"Results from COVID-19 tests done on 15 August 2020 66 new COVID-19 cases have been confirmed. The cumulative total confirmed cases of Ugandans are now 1,500 🔺 53 alerts: - 30 from Kampala - 6 from Namisindwa - 7 from Wakiso - 10 from Tororo, Moroto, Katakwi, Buikwe, Bukwo, Bundibugyo, Mbale, Isingiro, Hoima and Buliisa 🔺11 contacts to previously confirmed cases: - 9 from Kampala - 2 from Namisindwa and Nakaseke 🔺2 returnees: 1 from Ethiopia, 1 from Oman 🔺16 foreign truck drivers tested positive for COVID-19 at the border points of entry and their entry into the country was not permitted 🔸 Ugandan recoveries: 1,142 🔹Samples from Points of Entry tested today: 1,868 🔸Samples from alerts and contacts: 2,948 🔹Total samples tested today: 4,816",,,,,,,,"1,882","1,882"
Ministry of Health- Uganda,minofhealthUG,767949523254855,175516,2020-08-15 13:41:25 EAT,Status,1135,443,124,5,6,76,49,9,2,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3397928820256899,"Results from COVID-19 tests done on 14 August 2020 49 new COVID-19 cases have been confirmed. The cumulative total confirmed cases of Ugandans are now 1,434 🟣 Uganda registers one COVID-19 death bringing the total COVID-19 deaths to 13. The deceased is a 50 year old Ugandan male, resident of Kiryandongo who presented with COVID like signs and symptoms. 🔺2 truck drivers arrived from Kenya via Malaba Point of Entry 🔺6 contacts to previously confirmed cases: - 1 from Bushenyi - 5 from Kampala 🔺37 alerts: - 17 from Kampala - 2 from Wakiso - 14 from Namisindwa - 1 from Kiryandongo - 2 from Mbarara and Lamwo 🔺4 returnees: 1 from USA, 3 from Saudi Arabia 🔺19 foreign truck drivers tested positive for COVID-19 at the border points of entry and their entry into the country was not permitted 🔸 Ugandan recoveries: 1,142 🔹Samples from Points of Entry tested today: 1302 🔸Samples from alerts and contacts: 2,466 🔹Total samples tested today: 3,768",,,,,,,,"1,849","1,849"
Ministry of Health- Uganda,minofhealthUG,767949523254855,176029,2020-08-17 17:54:30 EAT,Photo,1078,351,143,2,6,60,62,4,0,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3404253256291122,"Results from COVID-19 tests done on 16 August, 2020 confirm 60 new cases. This brings the cumulative confirmed cases of Ugandans to 1,560. 🔺Uganda registered two new COVID-19 deaths today bringing the total COVID-19 deaths to 15 🔸COVID-19 recoveries: 1,165 #STAYSAFEUG",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3404253096291138/?type=3,,,Photos from Ministry of Health- Uganda's post,,,,"1,706","1,706"
Ministry of Health- Uganda,minofhealthUG,767949523254855,183102,2020-08-29 15:24:04 EAT,Status,921,386,104,3,5,19,35,3,5,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3439820689401045,"Results from COVID-19 tests done on 28 August 2020 91 new COVID-19 cases have been confirmed. The cumulative total confirmed cases of Ugandans are now 2,847 🔺Uganda recorded one COVID-19 death today. A Ugandan female aged 45 years old and a resident of Kampala. The total COVID-19 deaths are now 29. The breakdown of the 91 new cases are: 🔺Contacts and alerts (88): Kampala- 44, Luweero - 18, Kikuube- 6, Wakiso- 5, Tororo- 3, Ntoroko- 3, Jinja- 3, Kitgum- 2, Buikwe- 1, Gulu- 1, Lira- 1, Mukono- 1 🔺1 health worker from Luweero 🔺2 truck drivers who arrived via Malaba 3 foreign truck drivers tested positive for COVID-19 at the border points of entry and their entry into the country was not permitted 🔸 Ugandan recoveries: 1,288 🔹Points of Entry samples: 1,073 🔸Samples from contacts and alerts: 3,402 🔹Total samples tested today: 4,475",,,,,,,,"1,481","1,481"
Ministry of Health- Uganda,minofhealthUG,767949523254855,183323,2020-08-30 17:38:11 EAT,Status,778,526,95,2,4,19,43,4,2,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3443230865726694,"Results from COVID-19 tests done on 29 August 2020 81 new COVID-19 cases have been confirmed. The cumulative total confirmed cases of Ugandans are now 2,928 🔺Contacts and alerts (67): Kampala 32, Kiryandongo 9, Kitgum 7, Wakiso 4, Mukono 4, Iganga 3, Jinja 2, Gulu 2, Mbale 1, Oyam 1, Bundibugyo 1, Namisindwa 1 🔺Health workers (12): Lira 4, Kampala 3, Moroto 3, Jinja 1, Tororo 1 🔺Truck drivers (2) who arrived via Malaba 🔺Uganda recorded one COVID-19 death today. A Ugandan male aged 65 years old and a resident of Mbale. The total COVID-19 deaths are now 30. 11 foreign truck drivers tested positive for COVID-19 at the border points of entry and their entry into the country was not permitted 🔸 Ugandan recoveries: 1,288 🔹Points of Entry samples: 791 🔸Samples from contacts and alerts: 3,099 🔹Total samples tested today: 3,890",,,,,,,,"1,473","1,473"
Ministry of Health- Uganda,minofhealthUG,767949523254855,175085,2020-08-13 14:14:18 EAT,Live Video Complete,1193,92,78,20,7,6,7,9,1,original,13069,17834,0,00:34:49,https://www.facebook.com/minofhealthUG/posts/605283387082078,Update on Uganda’s interventions in the fight against COVID-19.,https://www.facebook.com/minofhealthUG/videos/605283387082078/,,,Update on Uganda’s interventions in the fight against COVID-19.,,,,"1,413","1,413"
Ministry of Health- Uganda,minofhealthUG,767949523254855,170695,2020-08-02 14:55:44 EAT,Status,1039,174,57,2,2,41,3,4,3,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3361163717266743,"Results from COVID-19 tests done on 01 August 2020 6 new COVID-19 cases confirmed.The cumulative total confirmed cases of Ugandans are now 1,182. 🔺2 truck drivers arrived via Malaba 🔺3 returnees: 2 arrived from Somalia and 1 arrived from Saudi Arabia 🔺1 alert from Nakaseke 🔺5 foreign truck drivers tested positive for COVID-19 at the borders and their entry into the country was not permitted 🔸Ugandan Recoveries: 1,045 🔹Samples from Points of Entry tested today: 1,603 🔸Samples from alerts and contacts: 1,304 🔹Total samples tested today:2,907",,,,,,,,"1,325","1,325"
Ministry of Health- Uganda,minofhealthUG,767949523254855,173101,2020-08-08 12:33:25 EAT,Status,779,195,65,4,2,20,11,2,0,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3377793712270410,"Results from COVID-19 tests done on 07 August 2020 13 new COVID-19 cases have been confirmed. The cumulative total confirmed cases of Ugandans are now 1,267 🔺1 truck driver arrived via Ngomoromo, Lamwo 🔺3 contacts to previously confirmed cases - 1 from Kampala - 1 from Nakaseke - 1 from Ngora 🔺6 alerts: - 2 from Kampala - 1 from Kisoro - 1 from Sheema - 2 from Wakiso 🔺3 Returnees: - 2 from South Sudan - 1 from DRC 🔺19 foreign truck drivers tested positive for COVID-19 at the border points of entry and their entry into the country was not permitted 🔸 cumulative Ugandan recoveries: 1,115 🔹Samples from Points of Entry tested today: 1,398 🔸Samples from alerts and contacts: 1,298 🔹Total samples tested today: 2,696",,,,,,,,"1,078","1,078"
Ministry of Health- Uganda,minofhealthUG,767949523254855,175286,2020-08-14 12:59:34 EAT,Photo,987,28,11,2,1,2,0,0,0,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3394978283885286,"The Minister for Health Dr. Jane Ruth Aceng Ocero launches the Regional Emergency Operations Center in Mbale. This will serve as the situation room for key stakeholders responding to disease outbreaks such as COVID-19. The regional task force was established with support from security forces to coordinate the COVID-19 response in the affected districts in Eastern region. The affected districts are: Mbale, Namisindwa, Manafwa, Bududa, Sironko and Tororo. Dr Aceng was flanked by a team from World Health Organisation led by Dr Yonas Tegegn Woldemariam.",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3394966620553119/?type=3,,,Photos from Ministry of Health- Uganda's post,,,,"1,031","1,031"
Ministry of Health- Uganda,minofhealthUG,767949523254855,175085,2020-08-13 19:01:40 EAT,Photo,911,36,23,0,0,5,1,0,0,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3392818734101241,"Teams from the Ministry of Health led by PS Dr. Diana Atwine visited Busia, Malaba and Lwakhakha Points of Entry, today. This was to assess the COVID-19 response activities at the various borders and set up permanent port health facilities. Dr Atwine appreciated the health workers for doing a commendable job to keep the population safe from the deadly Corona Virus. #STAYSAFEUG",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3392818370767944/?type=3,,,Photos from Ministry of Health- Uganda's post,,,,976,976
Ministry of Health- Uganda,minofhealthUG,767949523254855,171114,2020-08-04 16:21:01 EAT,Photo,835,30,33,4,0,1,0,0,2,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3366920710024377,"It's World Breastfeeding Week 🤱 This year, the week is held under the theme ""Safe breastfeeding for a healthier nation"" All babies should be breastfed within the first hour of delivery followed by exclusive breastfeeding for the first six months Breastmilk strengthens the immune system to fight infectious diseases including COVID-19. 📷: UNICEF Uganda.",https://www.facebook.com/minofhealthUG/photos/a.802441493138991/3366919170024531/?type=3,,,,,,,905,905
Ministry of Health- Uganda,minofhealthUG,767949523254855,174712,2020-08-12 14:23:54 EAT,Photo,339,17,16,3,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3389263904456724,"A single episode of Malaria costs a family an average of UGX 29,700/- . The good news is Malaria is preventable. Sleep under a mosquito net every night to prevent Malaria. #Sleepunderthenetug",https://www.facebook.com/minofhealthUG/photos/a.920207488029057/3389262697790178/?type=3,,"UNICEF UNI211005 Adriko THEREPUBLIC UGANDA MINISTRY OF HEALTH HDay BBC Under Net the Lumertein A COVID SMART CAMPAIGN Did you know that that a single episode of Malaria costs family an average of UGX 29, 700/ =? This, coupled with loss productivity, increased absenteeism from school or work affects the household. Chase Sleep under a mosquito net every night to prevent Malaria toZero",,,,,375,375
Ministry of Health- Uganda,minofhealthUG,767949523254855,177136,2020-08-20 08:56:50 EAT,Photo,249,9,5,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/minofhealthUG/posts/3411850418864739,"TWEET CHAT: “Promotion of governance for health approaches during the COVID-19 pandemic and beyond” with Senior Public Relations Officer, Emmanuel Ainebyoona Date: Today, 20 August, 2020 Time: 2:00 - 3:00pm",https://www.facebook.com/minofhealthUG/photos/a.802441493138991/3411850418864739/?type=3,,"Tweet Chat with: Emmanuel Ainebyoona Senior Public Relations Officer Ministry of Health Join us on Thursday, 20th August, 2020 2.00pm-3.00pm 2.00pm- As we discuss, the promotion of governance for health approaches during the COVID19 pandemic and beyond. @africafoicentre f @africafoicentre.org freedera of Infumalia รર 女",Timeline Photos,,,,263,263
